Calculation1,City,Count,County/State/ Territory,Gender,School,Pivot Field Values
FRED C BEYER HIGH SCHOOL51986,Modesto,App,Stanislaus,All,FRED C BEYER HIGH SCHOOL,41
FREEDOM HIGH SCHOOL50372,Oakley,Enr,Contra Costa,Male,FREEDOM HIGH SCHOOL,7
FREEDOM HIGH SCHOOL50372,Oakley,Adm,Contra Costa,Male,FREEDOM HIGH SCHOOL,9
FREEDOM HIGH SCHOOL50372,Oakley,App,Contra Costa,Male,FREEDOM HIGH SCHOOL,22
FREEDOM HIGH SCHOOL50372,Oakley,Enr,Contra Costa,Female,FREEDOM HIGH SCHOOL,23
FREEDOM HIGH SCHOOL50372,Oakley,Adm,Contra Costa,Female,FREEDOM HIGH SCHOOL,36
FREEDOM HIGH SCHOOL50372,Oakley,App,Contra Costa,Female,FREEDOM HIGH SCHOOL,54
FREEDOM HIGH SCHOOL50372,Oakley,Enr,Contra Costa,All,FREEDOM HIGH SCHOOL,30
FREEDOM HIGH SCHOOL50372,Oakley,Adm,Contra Costa,All,FREEDOM HIGH SCHOOL,45
FREEDOM HIGH SCHOOL50372,Oakley,App,Contra Costa,All,FREEDOM HIGH SCHOOL,76
FREMONT ACD ENGINEERING/DESIGN54523,Pomona,Enr,Los Angeles,Male,FREMONT ACD ENGINEERING/DESIGN,3
FREMONT ACD ENGINEERING/DESIGN54523,Pomona,Adm,Los Angeles,Male,FREMONT ACD ENGINEERING/DESIGN,4
FREMONT ACD ENGINEERING/DESIGN54523,Pomona,App,Los Angeles,Male,FREMONT ACD ENGINEERING/DESIGN,6
FREMONT ACD ENGINEERING/DESIGN54523,Pomona,Enr,Los Angeles,Female,FREMONT ACD ENGINEERING/DESIGN,5
FREMONT ACD ENGINEERING/DESIGN54523,Pomona,Adm,Los Angeles,Female,FREMONT ACD ENGINEERING/DESIGN,12
FREMONT ACD ENGINEERING/DESIGN54523,Pomona,App,Los Angeles,Female,FREMONT ACD ENGINEERING/DESIGN,18
FREMONT ACD ENGINEERING/DESIGN54523,Pomona,Enr,Los Angeles,All,FREMONT ACD ENGINEERING/DESIGN,8
FREMONT ACD ENGINEERING/DESIGN54523,Pomona,Adm,Los Angeles,All,FREMONT ACD ENGINEERING/DESIGN,16
FREMONT ACD ENGINEERING/DESIGN54523,Pomona,App,Los Angeles,All,FREMONT ACD ENGINEERING/DESIGN,24
FREMONT HIGH SCHOOL52205,Oakland,Adm,Alameda,Male,FREMONT HIGH SCHOOL,5
FREMONT HIGH SCHOOL52205,Oakland,App,Alameda,Male,FREMONT HIGH SCHOOL,14
FREMONT HIGH SCHOOL52205,Oakland,Enr,Alameda,Female,FREMONT HIGH SCHOOL,5
FREMONT HIGH SCHOOL52205,Oakland,Adm,Alameda,Female,FREMONT HIGH SCHOOL,10
FREMONT HIGH SCHOOL52205,Oakland,App,Alameda,Female,FREMONT HIGH SCHOOL,21
FREMONT HIGH SCHOOL52205,Oakland,Enr,Alameda,All,FREMONT HIGH SCHOOL,7
FREMONT HIGH SCHOOL52205,Oakland,Adm,Alameda,All,FREMONT HIGH SCHOOL,15
FREMONT HIGH SCHOOL52205,Oakland,App,Alameda,All,FREMONT HIGH SCHOOL,36
FREMONT HIGH SCHOOL53460,Sunnyvale,Enr,Santa Clara,Male,FREMONT HIGH SCHOOL,23
FREMONT HIGH SCHOOL53460,Sunnyvale,Adm,Santa Clara,Male,FREMONT HIGH SCHOOL,42
FREMONT HIGH SCHOOL53460,Sunnyvale,App,Santa Clara,Male,FREMONT HIGH SCHOOL,59
FREMONT HIGH SCHOOL53460,Sunnyvale,Enr,Santa Clara,Female,FREMONT HIGH SCHOOL,39
FREMONT HIGH SCHOOL53460,Sunnyvale,Adm,Santa Clara,Female,FREMONT HIGH SCHOOL,72
FREMONT HIGH SCHOOL53460,Sunnyvale,App,Santa Clara,Female,FREMONT HIGH SCHOOL,104
FREMONT HIGH SCHOOL53460,Sunnyvale,Enr,Santa Clara,All,FREMONT HIGH SCHOOL,63
FREMONT HIGH SCHOOL53460,Sunnyvale,Adm,Santa Clara,All,FREMONT HIGH SCHOOL,115
FREMONT HIGH SCHOOL53460,Sunnyvale,App,Santa Clara,All,FREMONT HIGH SCHOOL,164
FRESNO HIGH SCHOOL50985,Fresno,Enr,Fresno,Male,FRESNO HIGH SCHOOL,10
FRESNO HIGH SCHOOL50985,Fresno,Adm,Fresno,Male,FRESNO HIGH SCHOOL,18
FRESNO HIGH SCHOOL50985,Fresno,App,Fresno,Male,FRESNO HIGH SCHOOL,27
FRESNO HIGH SCHOOL50985,Fresno,Enr,Fresno,Female,FRESNO HIGH SCHOOL,19
FRESNO HIGH SCHOOL50985,Fresno,Adm,Fresno,Female,FRESNO HIGH SCHOOL,56
FRESNO HIGH SCHOOL50985,Fresno,App,Fresno,Female,FRESNO HIGH SCHOOL,74
FRESNO HIGH SCHOOL50985,Fresno,Enr,Fresno,All,FRESNO HIGH SCHOOL,29
FRESNO HIGH SCHOOL50985,Fresno,Adm,Fresno,All,FRESNO HIGH SCHOOL,75
FRESNO HIGH SCHOOL50985,Fresno,App,Fresno,All,FRESNO HIGH SCHOOL,102
FRONTIER HIGH SCHOOL54058,Bakersfield,Enr,Kern,Male,FRONTIER HIGH SCHOOL,5
FRONTIER HIGH SCHOOL54058,Bakersfield,Adm,Kern,Male,FRONTIER HIGH SCHOOL,14
FRONTIER HIGH SCHOOL54058,Bakersfield,App,Kern,Male,FRONTIER HIGH SCHOOL,23
FRONTIER HIGH SCHOOL54058,Bakersfield,Enr,Kern,Female,FRONTIER HIGH SCHOOL,11
FRONTIER HIGH SCHOOL54058,Bakersfield,Adm,Kern,Female,FRONTIER HIGH SCHOOL,33
FRONTIER HIGH SCHOOL54058,Bakersfield,App,Kern,Female,FRONTIER HIGH SCHOOL,48
FRONTIER HIGH SCHOOL54058,Bakersfield,Enr,Kern,All,FRONTIER HIGH SCHOOL,16
FRONTIER HIGH SCHOOL54058,Bakersfield,Adm,Kern,All,FRONTIER HIGH SCHOOL,47
FRONTIER HIGH SCHOOL54058,Bakersfield,App,Kern,All,FRONTIER HIGH SCHOOL,71
FULLERTON UNION HIGH SCHOOL51010,Fullerton,Enr,Orange,Male,FULLERTON UNION HIGH SCHOOL,6
FULLERTON UNION HIGH SCHOOL51010,Fullerton,Adm,Orange,Male,FULLERTON UNION HIGH SCHOOL,18
FULLERTON UNION HIGH SCHOOL51010,Fullerton,App,Orange,Male,FULLERTON UNION HIGH SCHOOL,31
FULLERTON UNION HIGH SCHOOL51010,Fullerton,Enr,Orange,Female,FULLERTON UNION HIGH SCHOOL,20
FULLERTON UNION HIGH SCHOOL51010,Fullerton,Adm,Orange,Female,FULLERTON UNION HIGH SCHOOL,40
FULLERTON UNION HIGH SCHOOL51010,Fullerton,App,Orange,Female,FULLERTON UNION HIGH SCHOOL,61
FULLERTON UNION HIGH SCHOOL51010,Fullerton,Enr,Orange,All,FULLERTON UNION HIGH SCHOOL,26
FULLERTON UNION HIGH SCHOOL51010,Fullerton,Adm,Orange,All,FULLERTON UNION HIGH SCHOOL,58
FULLERTON UNION HIGH SCHOOL51010,Fullerton,App,Orange,All,FULLERTON UNION HIGH SCHOOL,92
FUTURES HIGH SCHOOL52144,Sacramento,Enr,Sacramento,Female,FUTURES HIGH SCHOOL,4
FUTURES HIGH SCHOOL52144,Sacramento,Adm,Sacramento,Female,FUTURES HIGH SCHOOL,4
FUTURES HIGH SCHOOL52144,Sacramento,App,Sacramento,Female,FUTURES HIGH SCHOOL,9
FUTURES HIGH SCHOOL52144,Sacramento,Enr,Sacramento,All,FUTURES HIGH SCHOOL,6
FUTURES HIGH SCHOOL52144,Sacramento,Adm,Sacramento,All,FUTURES HIGH SCHOOL,7
FUTURES HIGH SCHOOL52144,Sacramento,App,Sacramento,All,FUTURES HIGH SCHOOL,13
GABRIELINO HIGH SCHOOL53062,San Gabriel,Enr,Los Angeles,Male,GABRIELINO HIGH SCHOOL,39
GABRIELINO HIGH SCHOOL53062,San Gabriel,Adm,Los Angeles,Male,GABRIELINO HIGH SCHOOL,59
GABRIELINO HIGH SCHOOL53062,San Gabriel,App,Los Angeles,Male,GABRIELINO HIGH SCHOOL,89
GABRIELINO HIGH SCHOOL53062,San Gabriel,Enr,Los Angeles,Female,GABRIELINO HIGH SCHOOL,60
GABRIELINO HIGH SCHOOL53062,San Gabriel,Adm,Los Angeles,Female,GABRIELINO HIGH SCHOOL,104
GABRIELINO HIGH SCHOOL53062,San Gabriel,App,Los Angeles,Female,GABRIELINO HIGH SCHOOL,125
GABRIELINO HIGH SCHOOL53062,San Gabriel,Enr,Los Angeles,All,GABRIELINO HIGH SCHOOL,99
GABRIELINO HIGH SCHOOL53062,San Gabriel,Adm,Los Angeles,All,GABRIELINO HIGH SCHOOL,163
GABRIELINO HIGH SCHOOL53062,San Gabriel,App,Los Angeles,All,GABRIELINO HIGH SCHOOL,214
GAHR HIGH SCHOOL50722,Cerritos,Enr,Los Angeles,Male,GAHR HIGH SCHOOL,11
GAHR HIGH SCHOOL50722,Cerritos,Adm,Los Angeles,Male,GAHR HIGH SCHOOL,17
GAHR HIGH SCHOOL50722,Cerritos,App,Los Angeles,Male,GAHR HIGH SCHOOL,39
GAHR HIGH SCHOOL50722,Cerritos,Enr,Los Angeles,Female,GAHR HIGH SCHOOL,11
GAHR HIGH SCHOOL50722,Cerritos,Adm,Los Angeles,Female,GAHR HIGH SCHOOL,22
GAHR HIGH SCHOOL50722,Cerritos,App,Los Angeles,Female,GAHR HIGH SCHOOL,55
GAHR HIGH SCHOOL50722,Cerritos,Enr,Los Angeles,All,GAHR HIGH SCHOOL,22
GAHR HIGH SCHOOL50722,Cerritos,Adm,Los Angeles,All,GAHR HIGH SCHOOL,39
GAHR HIGH SCHOOL50722,Cerritos,App,Los Angeles,All,GAHR HIGH SCHOOL,94
GALILEO ACAD OF SCIENCE & TECH52945,San Francisco,Enr,San Francisco,Male,GALILEO ACAD OF SCIENCE & TECH,41
GALILEO ACAD OF SCIENCE & TECH52945,San Francisco,Adm,San Francisco,Male,GALILEO ACAD OF SCIENCE & TECH,66
GALILEO ACAD OF SCIENCE & TECH52945,San Francisco,App,San Francisco,Male,GALILEO ACAD OF SCIENCE & TECH,127
GALILEO ACAD OF SCIENCE & TECH52945,San Francisco,Enr,San Francisco,Female,GALILEO ACAD OF SCIENCE & TECH,37
GALILEO ACAD OF SCIENCE & TECH52945,San Francisco,Adm,San Francisco,Female,GALILEO ACAD OF SCIENCE & TECH,58
GALILEO ACAD OF SCIENCE & TECH52945,San Francisco,App,San Francisco,Female,GALILEO ACAD OF SCIENCE & TECH,97
GALILEO ACAD OF SCIENCE & TECH52945,San Francisco,Enr,San Francisco,All,GALILEO ACAD OF SCIENCE & TECH,78
GALILEO ACAD OF SCIENCE & TECH52945,San Francisco,Adm,San Francisco,All,GALILEO ACAD OF SCIENCE & TECH,124
GALILEO ACAD OF SCIENCE & TECH52945,San Francisco,App,San Francisco,All,GALILEO ACAD OF SCIENCE & TECH,224
GALT HIGH SCHOOL51015,Galt,Enr,Sacramento,Male,GALT HIGH SCHOOL,4
GALT HIGH SCHOOL51015,Galt,Adm,Sacramento,Male,GALT HIGH SCHOOL,8
GALT HIGH SCHOOL51015,Galt,App,Sacramento,Male,GALT HIGH SCHOOL,11
GALT HIGH SCHOOL51015,Galt,Enr,Sacramento,Female,GALT HIGH SCHOOL,6
GALT HIGH SCHOOL51015,Galt,Adm,Sacramento,Female,GALT HIGH SCHOOL,12
GALT HIGH SCHOOL51015,Galt,App,Sacramento,Female,GALT HIGH SCHOOL,23
GALT HIGH SCHOOL51015,Galt,Enr,Sacramento,All,GALT HIGH SCHOOL,10
GALT HIGH SCHOOL51015,Galt,Adm,Sacramento,All,GALT HIGH SCHOOL,20
GALT HIGH SCHOOL51015,Galt,App,Sacramento,All,GALT HIGH SCHOOL,34
GANESHA HIGH SCHOOL52503,Pomona,Enr,Los Angeles,Male,GANESHA HIGH SCHOOL,4
GANESHA HIGH SCHOOL52503,Pomona,Adm,Los Angeles,Male,GANESHA HIGH SCHOOL,14
GANESHA HIGH SCHOOL52503,Pomona,App,Los Angeles,Male,GANESHA HIGH SCHOOL,32
GANESHA HIGH SCHOOL52503,Pomona,Enr,Los Angeles,Female,GANESHA HIGH SCHOOL,10
GANESHA HIGH SCHOOL52503,Pomona,Adm,Los Angeles,Female,GANESHA HIGH SCHOOL,21
GANESHA HIGH SCHOOL52503,Pomona,App,Los Angeles,Female,GANESHA HIGH SCHOOL,42
GANESHA HIGH SCHOOL52503,Pomona,Enr,Los Angeles,All,GANESHA HIGH SCHOOL,14
GANESHA HIGH SCHOOL52503,Pomona,Adm,Los Angeles,All,GANESHA HIGH SCHOOL,35
GANESHA HIGH SCHOOL52503,Pomona,App,Los Angeles,All,GANESHA HIGH SCHOOL,74
GARDEN GROVE HIGH SCHOOL51030,Garden Grove,Enr,Orange,Male,GARDEN GROVE HIGH SCHOOL,43
GARDEN GROVE HIGH SCHOOL51030,Garden Grove,Adm,Orange,Male,GARDEN GROVE HIGH SCHOOL,65
GARDEN GROVE HIGH SCHOOL51030,Garden Grove,App,Orange,Male,GARDEN GROVE HIGH SCHOOL,98
GARDEN GROVE HIGH SCHOOL51030,Garden Grove,Enr,Orange,Female,GARDEN GROVE HIGH SCHOOL,30
GARDEN GROVE HIGH SCHOOL51030,Garden Grove,Adm,Orange,Female,GARDEN GROVE HIGH SCHOOL,67
GARDEN GROVE HIGH SCHOOL51030,Garden Grove,App,Orange,Female,GARDEN GROVE HIGH SCHOOL,100
GARDEN GROVE HIGH SCHOOL51030,Garden Grove,Enr,Orange,All,GARDEN GROVE HIGH SCHOOL,73
GARDEN GROVE HIGH SCHOOL51030,Garden Grove,Adm,Orange,All,GARDEN GROVE HIGH SCHOOL,132
GARDEN GROVE HIGH SCHOOL51030,Garden Grove,App,Orange,All,GARDEN GROVE HIGH SCHOOL,198
GARDENA HIGH SCHOOL51020,Gardena,Adm,Los Angeles,Male,GARDENA HIGH SCHOOL,7
GARDENA HIGH SCHOOL51020,Gardena,App,Los Angeles,Male,GARDENA HIGH SCHOOL,19
GARDENA HIGH SCHOOL51020,Gardena,Enr,Los Angeles,Female,GARDENA HIGH SCHOOL,9
GARDENA HIGH SCHOOL51020,Gardena,Adm,Los Angeles,Female,GARDENA HIGH SCHOOL,17
GARDENA HIGH SCHOOL51020,Gardena,App,Los Angeles,Female,GARDENA HIGH SCHOOL,32
GARDENA HIGH SCHOOL51020,Gardena,Enr,Los Angeles,All,GARDENA HIGH SCHOOL,11
GARDENA HIGH SCHOOL51020,Gardena,Adm,Los Angeles,All,GARDENA HIGH SCHOOL,24
GARDENA HIGH SCHOOL51020,Gardena,App,Los Angeles,All,GARDENA HIGH SCHOOL,51
GAREY HIGH SCHOOL52501,Pomona,Enr,Los Angeles,Male,GAREY HIGH SCHOOL,9
GAREY HIGH SCHOOL52501,Pomona,Adm,Los Angeles,Male,GAREY HIGH SCHOOL,19
GAREY HIGH SCHOOL52501,Pomona,App,Los Angeles,Male,GAREY HIGH SCHOOL,37
GAREY HIGH SCHOOL52501,Pomona,Enr,Los Angeles,Female,GAREY HIGH SCHOOL,17
GAREY HIGH SCHOOL52501,Pomona,Adm,Los Angeles,Female,GAREY HIGH SCHOOL,34
GAREY HIGH SCHOOL52501,Pomona,App,Los Angeles,Female,GAREY HIGH SCHOOL,59
GAREY HIGH SCHOOL52501,Pomona,Enr,Los Angeles,All,GAREY HIGH SCHOOL,26
GAREY HIGH SCHOOL52501,Pomona,Adm,Los Angeles,All,GAREY HIGH SCHOOL,53
GAREY HIGH SCHOOL52501,Pomona,App,Los Angeles,All,GAREY HIGH SCHOOL,96
GATEWAY HIGH SCHOOL52947,San Francisco,Enr,San Francisco,Male,GATEWAY HIGH SCHOOL,9
GATEWAY HIGH SCHOOL52947,San Francisco,Adm,San Francisco,Male,GATEWAY HIGH SCHOOL,25
GATEWAY HIGH SCHOOL52947,San Francisco,App,San Francisco,Male,GATEWAY HIGH SCHOOL,40
GATEWAY HIGH SCHOOL52947,San Francisco,Enr,San Francisco,Female,GATEWAY HIGH SCHOOL,11
GATEWAY HIGH SCHOOL52947,San Francisco,Adm,San Francisco,Female,GATEWAY HIGH SCHOOL,20
GATEWAY HIGH SCHOOL52947,San Francisco,App,San Francisco,Female,GATEWAY HIGH SCHOOL,32
GATEWAY HIGH SCHOOL52947,San Francisco,Enr,San Francisco,All,GATEWAY HIGH SCHOOL,20
GATEWAY HIGH SCHOOL52947,San Francisco,Adm,San Francisco,All,GATEWAY HIGH SCHOOL,45
GATEWAY HIGH SCHOOL52947,San Francisco,App,San Francisco,All,GATEWAY HIGH SCHOOL,72
GEORGE WASHINGTON HIGH SCHOOL52950,San Francisco,Enr,San Francisco,Male,GEORGE WASHINGTON HIGH SCHOOL,35
GEORGE WASHINGTON HIGH SCHOOL52950,San Francisco,Adm,San Francisco,Male,GEORGE WASHINGTON HIGH SCHOOL,60
GEORGE WASHINGTON HIGH SCHOOL52950,San Francisco,App,San Francisco,Male,GEORGE WASHINGTON HIGH SCHOOL,118
GEORGE WASHINGTON HIGH SCHOOL52950,San Francisco,Enr,San Francisco,Female,GEORGE WASHINGTON HIGH SCHOOL,47
GEORGE WASHINGTON HIGH SCHOOL52950,San Francisco,Adm,San Francisco,Female,GEORGE WASHINGTON HIGH SCHOOL,75
GEORGE WASHINGTON HIGH SCHOOL52950,San Francisco,App,San Francisco,Female,GEORGE WASHINGTON HIGH SCHOOL,131
GEORGE WASHINGTON HIGH SCHOOL52950,San Francisco,Enr,San Francisco,All,GEORGE WASHINGTON HIGH SCHOOL,83
GEORGE WASHINGTON HIGH SCHOOL52950,San Francisco,Adm,San Francisco,All,GEORGE WASHINGTON HIGH SCHOOL,136
GEORGE WASHINGTON HIGH SCHOOL52950,San Francisco,App,San Francisco,All,GEORGE WASHINGTON HIGH SCHOOL,251
GEORGE WASHINGTON PREP HS51605,Los Angeles,Enr,Los Angeles,Male,GEORGE WASHINGTON PREP HS,3
GEORGE WASHINGTON PREP HS51605,Los Angeles,Adm,Los Angeles,Male,GEORGE WASHINGTON PREP HS,5
GEORGE WASHINGTON PREP HS51605,Los Angeles,App,Los Angeles,Male,GEORGE WASHINGTON PREP HS,11
GEORGE WASHINGTON PREP HS51605,Los Angeles,Enr,Los Angeles,Female,GEORGE WASHINGTON PREP HS,8
GEORGE WASHINGTON PREP HS51605,Los Angeles,Adm,Los Angeles,Female,GEORGE WASHINGTON PREP HS,14
GEORGE WASHINGTON PREP HS51605,Los Angeles,App,Los Angeles,Female,GEORGE WASHINGTON PREP HS,37
GEORGE WASHINGTON PREP HS51605,Los Angeles,Enr,Los Angeles,All,GEORGE WASHINGTON PREP HS,11
GEORGE WASHINGTON PREP HS51605,Los Angeles,Adm,Los Angeles,All,GEORGE WASHINGTON PREP HS,19
GEORGE WASHINGTON PREP HS51605,Los Angeles,App,Los Angeles,All,GEORGE WASHINGTON PREP HS,48
GEORGE WASHINGTON SCHL OF ARTS53015,Sacramento,Adm,Sacramento,Female,GEORGE WASHINGTON SCHL OF ARTS,3
GEORGE WASHINGTON SCHL OF ARTS53015,Sacramento,Adm,Sacramento,All,GEORGE WASHINGTON SCHL OF ARTS,3
GEORGE WASHINGTON SCHL OF ARTS53015,Sacramento,App,Sacramento,All,GEORGE WASHINGTON SCHL OF ARTS,5
GEYSERVILLE NEW TECH ACADEMY51035,Geyserville,Enr,Sonoma,Female,GEYSERVILLE NEW TECH ACADEMY,3
GEYSERVILLE NEW TECH ACADEMY51035,Geyserville,Adm,Sonoma,Female,GEYSERVILLE NEW TECH ACADEMY,6
GEYSERVILLE NEW TECH ACADEMY51035,Geyserville,App,Sonoma,Female,GEYSERVILLE NEW TECH ACADEMY,9
GEYSERVILLE NEW TECH ACADEMY51035,Geyserville,Enr,Sonoma,All,GEYSERVILLE NEW TECH ACADEMY,3
GEYSERVILLE NEW TECH ACADEMY51035,Geyserville,Adm,Sonoma,All,GEYSERVILLE NEW TECH ACADEMY,6
GEYSERVILLE NEW TECH ACADEMY51035,Geyserville,App,Sonoma,All,GEYSERVILLE NEW TECH ACADEMY,9
GILROY HIGH SCHOOL51040,Gilroy,Enr,Santa Clara,Male,GILROY HIGH SCHOOL,4
GILROY HIGH SCHOOL51040,Gilroy,Adm,Santa Clara,Male,GILROY HIGH SCHOOL,7
GILROY HIGH SCHOOL51040,Gilroy,App,Santa Clara,Male,GILROY HIGH SCHOOL,15
GILROY HIGH SCHOOL51040,Gilroy,Enr,Santa Clara,Female,GILROY HIGH SCHOOL,10
GILROY HIGH SCHOOL51040,Gilroy,Adm,Santa Clara,Female,GILROY HIGH SCHOOL,15
GILROY HIGH SCHOOL51040,Gilroy,App,Santa Clara,Female,GILROY HIGH SCHOOL,26
GILROY HIGH SCHOOL51040,Gilroy,Enr,Santa Clara,All,GILROY HIGH SCHOOL,14
GILROY HIGH SCHOOL51040,Gilroy,Adm,Santa Clara,All,GILROY HIGH SCHOOL,22
GILROY HIGH SCHOOL51040,Gilroy,App,Santa Clara,All,GILROY HIGH SCHOOL,41
GLADSTONE HIGH SCHOOL50190,Covina,Enr,Los Angeles,Male,GLADSTONE HIGH SCHOOL,4
GLADSTONE HIGH SCHOOL50190,Covina,Adm,Los Angeles,Male,GLADSTONE HIGH SCHOOL,6
GLADSTONE HIGH SCHOOL50190,Covina,App,Los Angeles,Male,GLADSTONE HIGH SCHOOL,12
GLADSTONE HIGH SCHOOL50190,Covina,Enr,Los Angeles,Female,GLADSTONE HIGH SCHOOL,4
GLADSTONE HIGH SCHOOL50190,Covina,Adm,Los Angeles,Female,GLADSTONE HIGH SCHOOL,7
GLADSTONE HIGH SCHOOL50190,Covina,App,Los Angeles,Female,GLADSTONE HIGH SCHOOL,16
GLADSTONE HIGH SCHOOL50190,Covina,Enr,Los Angeles,All,GLADSTONE HIGH SCHOOL,8
GLADSTONE HIGH SCHOOL50190,Covina,Adm,Los Angeles,All,GLADSTONE HIGH SCHOOL,13
GLADSTONE HIGH SCHOOL50190,Covina,App,Los Angeles,All,GLADSTONE HIGH SCHOOL,29
GLEN A WILSON HIGH SCHOOL52694,Hacienda Heights,Enr,Los Angeles,Male,GLEN A WILSON HIGH SCHOOL,30
GLEN A WILSON HIGH SCHOOL52694,Hacienda Heights,Adm,Los Angeles,Male,GLEN A WILSON HIGH SCHOOL,48
GLEN A WILSON HIGH SCHOOL52694,Hacienda Heights,App,Los Angeles,Male,GLEN A WILSON HIGH SCHOOL,70
GLEN A WILSON HIGH SCHOOL52694,Hacienda Heights,Enr,Los Angeles,Female,GLEN A WILSON HIGH SCHOOL,44
GLEN A WILSON HIGH SCHOOL52694,Hacienda Heights,Adm,Los Angeles,Female,GLEN A WILSON HIGH SCHOOL,63
GLEN A WILSON HIGH SCHOOL52694,Hacienda Heights,App,Los Angeles,Female,GLEN A WILSON HIGH SCHOOL,88
GLEN A WILSON HIGH SCHOOL52694,Hacienda Heights,Enr,Los Angeles,All,GLEN A WILSON HIGH SCHOOL,74
GLEN A WILSON HIGH SCHOOL52694,Hacienda Heights,Adm,Los Angeles,All,GLEN A WILSON HIGH SCHOOL,111
GLEN A WILSON HIGH SCHOOL52694,Hacienda Heights,App,Los Angeles,All,GLEN A WILSON HIGH SCHOOL,158
GLENDALE HIGH SCHOOL51050,Glendale,Enr,Los Angeles,Male,GLENDALE HIGH SCHOOL,14
GLENDALE HIGH SCHOOL51050,Glendale,Adm,Los Angeles,Male,GLENDALE HIGH SCHOOL,24
GLENDALE HIGH SCHOOL51050,Glendale,App,Los Angeles,Male,GLENDALE HIGH SCHOOL,40
GLENDALE HIGH SCHOOL51050,Glendale,Enr,Los Angeles,Female,GLENDALE HIGH SCHOOL,9
GLENDALE HIGH SCHOOL51050,Glendale,Adm,Los Angeles,Female,GLENDALE HIGH SCHOOL,21
GLENDALE HIGH SCHOOL51050,Glendale,App,Los Angeles,Female,GLENDALE HIGH SCHOOL,55
GLENDALE HIGH SCHOOL51050,Glendale,Enr,Los Angeles,All,GLENDALE HIGH SCHOOL,23
GLENDALE HIGH SCHOOL51050,Glendale,Adm,Los Angeles,All,GLENDALE HIGH SCHOOL,45
GLENDALE HIGH SCHOOL51050,Glendale,App,Los Angeles,All,GLENDALE HIGH SCHOOL,95
GLENDORA HIGH SCHOOL51070,Glendora,Enr,Los Angeles,Male,GLENDORA HIGH SCHOOL,20
GLENDORA HIGH SCHOOL51070,Glendora,Adm,Los Angeles,Male,GLENDORA HIGH SCHOOL,41
GLENDORA HIGH SCHOOL51070,Glendora,App,Los Angeles,Male,GLENDORA HIGH SCHOOL,64
GLENDORA HIGH SCHOOL51070,Glendora,Enr,Los Angeles,Female,GLENDORA HIGH SCHOOL,32
GLENDORA HIGH SCHOOL51070,Glendora,Adm,Los Angeles,Female,GLENDORA HIGH SCHOOL,57
GLENDORA HIGH SCHOOL51070,Glendora,App,Los Angeles,Female,GLENDORA HIGH SCHOOL,103
GLENDORA HIGH SCHOOL51070,Glendora,Enr,Los Angeles,All,GLENDORA HIGH SCHOOL,52
GLENDORA HIGH SCHOOL51070,Glendora,Adm,Los Angeles,All,GLENDORA HIGH SCHOOL,98
GLENDORA HIGH SCHOOL51070,Glendora,App,Los Angeles,All,GLENDORA HIGH SCHOOL,167
GOLDEN SIERRA HIGH SCHOOL51036,Garden Valley,Adm,El Dorado,Male,GOLDEN SIERRA HIGH SCHOOL,4
GOLDEN SIERRA HIGH SCHOOL51036,Garden Valley,App,El Dorado,Male,GOLDEN SIERRA HIGH SCHOOL,5
GOLDEN SIERRA HIGH SCHOOL51036,Garden Valley,Adm,El Dorado,All,GOLDEN SIERRA HIGH SCHOOL,7
GOLDEN SIERRA HIGH SCHOOL51036,Garden Valley,App,El Dorado,All,GOLDEN SIERRA HIGH SCHOOL,8
GOLDEN VALLEY HIGH SCHOOL50259,Bakersfield,Enr,Kern,Male,GOLDEN VALLEY HIGH SCHOOL,7
GOLDEN VALLEY HIGH SCHOOL50259,Bakersfield,Adm,Kern,Male,GOLDEN VALLEY HIGH SCHOOL,12
GOLDEN VALLEY HIGH SCHOOL50259,Bakersfield,App,Kern,Male,GOLDEN VALLEY HIGH SCHOOL,22
GOLDEN VALLEY HIGH SCHOOL50259,Bakersfield,Enr,Kern,Female,GOLDEN VALLEY HIGH SCHOOL,10
GOLDEN VALLEY HIGH SCHOOL50259,Bakersfield,Adm,Kern,Female,GOLDEN VALLEY HIGH SCHOOL,17
GOLDEN VALLEY HIGH SCHOOL50259,Bakersfield,App,Kern,Female,GOLDEN VALLEY HIGH SCHOOL,35
GOLDEN VALLEY HIGH SCHOOL50259,Bakersfield,Enr,Kern,All,GOLDEN VALLEY HIGH SCHOOL,17
GOLDEN VALLEY HIGH SCHOOL50259,Bakersfield,Adm,Kern,All,GOLDEN VALLEY HIGH SCHOOL,29
GOLDEN VALLEY HIGH SCHOOL50259,Bakersfield,App,Kern,All,GOLDEN VALLEY HIGH SCHOOL,57
GOLDEN VALLEY HIGH SCHOOL51953,Merced,Enr,Merced,Male,GOLDEN VALLEY HIGH SCHOOL,9
GOLDEN VALLEY HIGH SCHOOL51953,Merced,Adm,Merced,Male,GOLDEN VALLEY HIGH SCHOOL,15
GOLDEN VALLEY HIGH SCHOOL51953,Merced,App,Merced,Male,GOLDEN VALLEY HIGH SCHOOL,25
GOLDEN VALLEY HIGH SCHOOL51953,Merced,Enr,Merced,Female,GOLDEN VALLEY HIGH SCHOOL,19
GOLDEN VALLEY HIGH SCHOOL51953,Merced,Adm,Merced,Female,GOLDEN VALLEY HIGH SCHOOL,31
GOLDEN VALLEY HIGH SCHOOL51953,Merced,App,Merced,Female,GOLDEN VALLEY HIGH SCHOOL,42
