Calculation1,City,Count,County/State/ Territory,Gender,School,Pivot Field Values
SAMUEL F B MORSE HIGH SCHOOL52881,San Diego,Enr,San Diego,Female,SAMUEL F B MORSE HIGH SCHOOL,18
SAMUEL F B MORSE HIGH SCHOOL52881,San Diego,Adm,San Diego,Female,SAMUEL F B MORSE HIGH SCHOOL,28
SAMUEL F B MORSE HIGH SCHOOL52881,San Diego,App,San Diego,Female,SAMUEL F B MORSE HIGH SCHOOL,44
SAMUEL F B MORSE HIGH SCHOOL52881,San Diego,Enr,San Diego,All,SAMUEL F B MORSE HIGH SCHOOL,31
SAMUEL F B MORSE HIGH SCHOOL52881,San Diego,Adm,San Diego,All,SAMUEL F B MORSE HIGH SCHOOL,51
SAMUEL F B MORSE HIGH SCHOOL52881,San Diego,App,San Diego,All,SAMUEL F B MORSE HIGH SCHOOL,85
SAMUELI ACADEMY54751,Santa Ana,Enr,Orange,Male,SAMUELI ACADEMY,9
SAMUELI ACADEMY54751,Santa Ana,Adm,Orange,Male,SAMUELI ACADEMY,13
SAMUELI ACADEMY54751,Santa Ana,App,Orange,Male,SAMUELI ACADEMY,20
SAMUELI ACADEMY54751,Santa Ana,Enr,Orange,Female,SAMUELI ACADEMY,3
SAMUELI ACADEMY54751,Santa Ana,Adm,Orange,Female,SAMUELI ACADEMY,7
SAMUELI ACADEMY54751,Santa Ana,App,Orange,Female,SAMUELI ACADEMY,18
SAMUELI ACADEMY54751,Santa Ana,Enr,Orange,All,SAMUELI ACADEMY,12
SAMUELI ACADEMY54751,Santa Ana,Adm,Orange,All,SAMUELI ACADEMY,20
SAMUELI ACADEMY54751,Santa Ana,App,Orange,All,SAMUELI ACADEMY,38
SAN BENITO HIGH SCHOOL51180,Hollister,Enr,San Benito,Male,SAN BENITO HIGH SCHOOL,12
SAN BENITO HIGH SCHOOL51180,Hollister,Adm,San Benito,Male,SAN BENITO HIGH SCHOOL,19
SAN BENITO HIGH SCHOOL51180,Hollister,App,San Benito,Male,SAN BENITO HIGH SCHOOL,31
SAN BENITO HIGH SCHOOL51180,Hollister,Enr,San Benito,Female,SAN BENITO HIGH SCHOOL,18
SAN BENITO HIGH SCHOOL51180,Hollister,Adm,San Benito,Female,SAN BENITO HIGH SCHOOL,39
SAN BENITO HIGH SCHOOL51180,Hollister,App,San Benito,Female,SAN BENITO HIGH SCHOOL,60
SAN BENITO HIGH SCHOOL51180,Hollister,Enr,San Benito,All,SAN BENITO HIGH SCHOOL,30
SAN BENITO HIGH SCHOOL51180,Hollister,Adm,San Benito,All,SAN BENITO HIGH SCHOOL,58
SAN BENITO HIGH SCHOOL51180,Hollister,App,San Benito,All,SAN BENITO HIGH SCHOOL,91
SAN BERNARDINO HIGH SCHOOL52797,San Bernardino,Adm,San Bernardino,Male,SAN BERNARDINO HIGH SCHOOL,6
SAN BERNARDINO HIGH SCHOOL52797,San Bernardino,App,San Bernardino,Male,SAN BERNARDINO HIGH SCHOOL,16
SAN BERNARDINO HIGH SCHOOL52797,San Bernardino,Enr,San Bernardino,Female,SAN BERNARDINO HIGH SCHOOL,10
SAN BERNARDINO HIGH SCHOOL52797,San Bernardino,Adm,San Bernardino,Female,SAN BERNARDINO HIGH SCHOOL,23
SAN BERNARDINO HIGH SCHOOL52797,San Bernardino,App,San Bernardino,Female,SAN BERNARDINO HIGH SCHOOL,40
SAN BERNARDINO HIGH SCHOOL52797,San Bernardino,Enr,San Bernardino,All,SAN BERNARDINO HIGH SCHOOL,12
SAN BERNARDINO HIGH SCHOOL52797,San Bernardino,Adm,San Bernardino,All,SAN BERNARDINO HIGH SCHOOL,29
SAN BERNARDINO HIGH SCHOOL52797,San Bernardino,App,San Bernardino,All,SAN BERNARDINO HIGH SCHOOL,56
SAN CLEMENTE HIGH SCHOOL52814,San Clemente,Enr,Orange,Male,SAN CLEMENTE HIGH SCHOOL,18
SAN CLEMENTE HIGH SCHOOL52814,San Clemente,Adm,Orange,Male,SAN CLEMENTE HIGH SCHOOL,32
SAN CLEMENTE HIGH SCHOOL52814,San Clemente,App,Orange,Male,SAN CLEMENTE HIGH SCHOOL,88
SAN CLEMENTE HIGH SCHOOL52814,San Clemente,Enr,Orange,Female,SAN CLEMENTE HIGH SCHOOL,21
SAN CLEMENTE HIGH SCHOOL52814,San Clemente,Adm,Orange,Female,SAN CLEMENTE HIGH SCHOOL,51
SAN CLEMENTE HIGH SCHOOL52814,San Clemente,App,Orange,Female,SAN CLEMENTE HIGH SCHOOL,102
SAN CLEMENTE HIGH SCHOOL52814,San Clemente,Enr,Orange,All,SAN CLEMENTE HIGH SCHOOL,39
SAN CLEMENTE HIGH SCHOOL52814,San Clemente,Adm,Orange,All,SAN CLEMENTE HIGH SCHOOL,84
SAN CLEMENTE HIGH SCHOOL52814,San Clemente,App,Orange,All,SAN CLEMENTE HIGH SCHOOL,192
SAN DIEGO HIGH SCHOOL52885,San Diego,App,San Diego,Male,SAN DIEGO HIGH SCHOOL,5
SAN DIEGO HIGH SCHOOL52885,San Diego,App,San Diego,Female,SAN DIEGO HIGH SCHOOL,8
SAN DIEGO HIGH SCHOOL52885,San Diego,App,San Diego,All,SAN DIEGO HIGH SCHOOL,13
SAN DIEGO HS BUSINESS/LEADERSHIP53209,San Diego,Adm,San Diego,Male,SAN DIEGO HS BUSINESS/LEADERSHIP,5
SAN DIEGO HS BUSINESS/LEADERSHIP53209,San Diego,App,San Diego,Male,SAN DIEGO HS BUSINESS/LEADERSHIP,21
SAN DIEGO HS BUSINESS/LEADERSHIP53209,San Diego,Enr,San Diego,Female,SAN DIEGO HS BUSINESS/LEADERSHIP,3
SAN DIEGO HS BUSINESS/LEADERSHIP53209,San Diego,Adm,San Diego,Female,SAN DIEGO HS BUSINESS/LEADERSHIP,8
SAN DIEGO HS BUSINESS/LEADERSHIP53209,San Diego,App,San Diego,Female,SAN DIEGO HS BUSINESS/LEADERSHIP,29
SAN DIEGO HS BUSINESS/LEADERSHIP53209,San Diego,Enr,San Diego,All,SAN DIEGO HS BUSINESS/LEADERSHIP,5
SAN DIEGO HS BUSINESS/LEADERSHIP53209,San Diego,Adm,San Diego,All,SAN DIEGO HS BUSINESS/LEADERSHIP,13
SAN DIEGO HS BUSINESS/LEADERSHIP53209,San Diego,App,San Diego,All,SAN DIEGO HS BUSINESS/LEADERSHIP,50
SAN DIEGO INTL STUDIES53907,San Diego,Enr,San Diego,Male,SAN DIEGO INTL STUDIES,26
SAN DIEGO INTL STUDIES53907,San Diego,Adm,San Diego,Male,SAN DIEGO INTL STUDIES,39
SAN DIEGO INTL STUDIES53907,San Diego,App,San Diego,Male,SAN DIEGO INTL STUDIES,49
SAN DIEGO INTL STUDIES53907,San Diego,Enr,San Diego,Female,SAN DIEGO INTL STUDIES,36
SAN DIEGO INTL STUDIES53907,San Diego,Adm,San Diego,Female,SAN DIEGO INTL STUDIES,61
SAN DIEGO INTL STUDIES53907,San Diego,App,San Diego,Female,SAN DIEGO INTL STUDIES,81
SAN DIEGO INTL STUDIES53907,San Diego,Enr,San Diego,All,SAN DIEGO INTL STUDIES,62
SAN DIEGO INTL STUDIES53907,San Diego,Adm,San Diego,All,SAN DIEGO INTL STUDIES,100
SAN DIEGO INTL STUDIES53907,San Diego,App,San Diego,All,SAN DIEGO INTL STUDIES,130
SAN DIEGO MET53909,San Diego,Enr,San Diego,Female,SAN DIEGO MET,5
SAN DIEGO MET53909,San Diego,Adm,San Diego,Female,SAN DIEGO MET,5
SAN DIEGO MET53909,San Diego,App,San Diego,Female,SAN DIEGO MET,8
SAN DIEGO MET53909,San Diego,Enr,San Diego,All,SAN DIEGO MET,7
SAN DIEGO MET53909,San Diego,Adm,San Diego,All,SAN DIEGO MET,7
SAN DIEGO MET53909,San Diego,App,San Diego,All,SAN DIEGO MET,12
SAN DIEGO SCHL CREATE/PERFORM52869,San Diego,Enr,San Diego,Male,SAN DIEGO SCHL CREATE/PERFORM,7
SAN DIEGO SCHL CREATE/PERFORM52869,San Diego,Adm,San Diego,Male,SAN DIEGO SCHL CREATE/PERFORM,12
SAN DIEGO SCHL CREATE/PERFORM52869,San Diego,App,San Diego,Male,SAN DIEGO SCHL CREATE/PERFORM,18
SAN DIEGO SCHL CREATE/PERFORM52869,San Diego,Enr,San Diego,Female,SAN DIEGO SCHL CREATE/PERFORM,10
SAN DIEGO SCHL CREATE/PERFORM52869,San Diego,Adm,San Diego,Female,SAN DIEGO SCHL CREATE/PERFORM,20
SAN DIEGO SCHL CREATE/PERFORM52869,San Diego,App,San Diego,Female,SAN DIEGO SCHL CREATE/PERFORM,42
SAN DIEGO SCHL CREATE/PERFORM52869,San Diego,Enr,San Diego,All,SAN DIEGO SCHL CREATE/PERFORM,17
SAN DIEGO SCHL CREATE/PERFORM52869,San Diego,Adm,San Diego,All,SAN DIEGO SCHL CREATE/PERFORM,32
SAN DIEGO SCHL CREATE/PERFORM52869,San Diego,App,San Diego,All,SAN DIEGO SCHL CREATE/PERFORM,60
SAN DIEGO SCIENCE & TECHNOLOGY53903,San Diego,Enr,San Diego,Male,SAN DIEGO SCIENCE & TECHNOLOGY,8
SAN DIEGO SCIENCE & TECHNOLOGY53903,San Diego,Adm,San Diego,Male,SAN DIEGO SCIENCE & TECHNOLOGY,12
SAN DIEGO SCIENCE & TECHNOLOGY53903,San Diego,App,San Diego,Male,SAN DIEGO SCIENCE & TECHNOLOGY,28
SAN DIEGO SCIENCE & TECHNOLOGY53903,San Diego,Enr,San Diego,Female,SAN DIEGO SCIENCE & TECHNOLOGY,9
SAN DIEGO SCIENCE & TECHNOLOGY53903,San Diego,Adm,San Diego,Female,SAN DIEGO SCIENCE & TECHNOLOGY,17
SAN DIEGO SCIENCE & TECHNOLOGY53903,San Diego,App,San Diego,Female,SAN DIEGO SCIENCE & TECHNOLOGY,32
SAN DIEGO SCIENCE & TECHNOLOGY53903,San Diego,Enr,San Diego,All,SAN DIEGO SCIENCE & TECHNOLOGY,17
SAN DIEGO SCIENCE & TECHNOLOGY53903,San Diego,Adm,San Diego,All,SAN DIEGO SCIENCE & TECHNOLOGY,29
SAN DIEGO SCIENCE & TECHNOLOGY53903,San Diego,App,San Diego,All,SAN DIEGO SCIENCE & TECHNOLOGY,60
SAN DIEGUITO ACADEMY50865,Encinitas,Enr,San Diego,Male,SAN DIEGUITO ACADEMY,36
SAN DIEGUITO ACADEMY50865,Encinitas,Adm,San Diego,Male,SAN DIEGUITO ACADEMY,57
SAN DIEGUITO ACADEMY50865,Encinitas,App,San Diego,Male,SAN DIEGUITO ACADEMY,102
SAN DIEGUITO ACADEMY50865,Encinitas,Enr,San Diego,Female,SAN DIEGUITO ACADEMY,44
SAN DIEGUITO ACADEMY50865,Encinitas,Adm,San Diego,Female,SAN DIEGUITO ACADEMY,83
SAN DIEGUITO ACADEMY50865,Encinitas,App,San Diego,Female,SAN DIEGUITO ACADEMY,123
SAN DIEGUITO ACADEMY50865,Encinitas,Enr,San Diego,All,SAN DIEGUITO ACADEMY,80
SAN DIEGUITO ACADEMY50865,Encinitas,Adm,San Diego,All,SAN DIEGUITO ACADEMY,140
SAN DIEGUITO ACADEMY50865,Encinitas,App,San Diego,All,SAN DIEGUITO ACADEMY,227
SAN DIMAS HIGH SCHOOL52894,San Dimas,Enr,Los Angeles,Male,SAN DIMAS HIGH SCHOOL,14
SAN DIMAS HIGH SCHOOL52894,San Dimas,Adm,Los Angeles,Male,SAN DIMAS HIGH SCHOOL,22
SAN DIMAS HIGH SCHOOL52894,San Dimas,App,Los Angeles,Male,SAN DIMAS HIGH SCHOOL,33
SAN DIMAS HIGH SCHOOL52894,San Dimas,Enr,Los Angeles,Female,SAN DIMAS HIGH SCHOOL,10
SAN DIMAS HIGH SCHOOL52894,San Dimas,Adm,Los Angeles,Female,SAN DIMAS HIGH SCHOOL,28
SAN DIMAS HIGH SCHOOL52894,San Dimas,App,Los Angeles,Female,SAN DIMAS HIGH SCHOOL,48
SAN DIMAS HIGH SCHOOL52894,San Dimas,Enr,Los Angeles,All,SAN DIMAS HIGH SCHOOL,24
SAN DIMAS HIGH SCHOOL52894,San Dimas,Adm,Los Angeles,All,SAN DIMAS HIGH SCHOOL,50
SAN DIMAS HIGH SCHOOL52894,San Dimas,App,Los Angeles,All,SAN DIMAS HIGH SCHOOL,81
SAN FERNANDO HIGH SCHOOL52905,San Fernando,Enr,Los Angeles,Male,SAN FERNANDO HIGH SCHOOL,22
SAN FERNANDO HIGH SCHOOL52905,San Fernando,Adm,Los Angeles,Male,SAN FERNANDO HIGH SCHOOL,35
SAN FERNANDO HIGH SCHOOL52905,San Fernando,App,Los Angeles,Male,SAN FERNANDO HIGH SCHOOL,51
SAN FERNANDO HIGH SCHOOL52905,San Fernando,Enr,Los Angeles,Female,SAN FERNANDO HIGH SCHOOL,18
SAN FERNANDO HIGH SCHOOL52905,San Fernando,Adm,Los Angeles,Female,SAN FERNANDO HIGH SCHOOL,33
SAN FERNANDO HIGH SCHOOL52905,San Fernando,App,Los Angeles,Female,SAN FERNANDO HIGH SCHOOL,84
SAN FERNANDO HIGH SCHOOL52905,San Fernando,Enr,Los Angeles,All,SAN FERNANDO HIGH SCHOOL,40
SAN FERNANDO HIGH SCHOOL52905,San Fernando,Adm,Los Angeles,All,SAN FERNANDO HIGH SCHOOL,68
SAN FERNANDO HIGH SCHOOL52905,San Fernando,App,Los Angeles,All,SAN FERNANDO HIGH SCHOOL,135
SAN FRANCISCO INTERNATIONAL HS54515,San Francisco,App,San Francisco,Male,SAN FRANCISCO INTERNATIONAL HS,5
SAN FRANCISCO INTERNATIONAL HS54515,San Francisco,Enr,San Francisco,Female,SAN FRANCISCO INTERNATIONAL HS,3
SAN FRANCISCO INTERNATIONAL HS54515,San Francisco,Adm,San Francisco,Female,SAN FRANCISCO INTERNATIONAL HS,7
SAN FRANCISCO INTERNATIONAL HS54515,San Francisco,App,San Francisco,Female,SAN FRANCISCO INTERNATIONAL HS,15
SAN FRANCISCO INTERNATIONAL HS54515,San Francisco,Enr,San Francisco,All,SAN FRANCISCO INTERNATIONAL HS,5
SAN FRANCISCO INTERNATIONAL HS54515,San Francisco,Adm,San Francisco,All,SAN FRANCISCO INTERNATIONAL HS,9
SAN FRANCISCO INTERNATIONAL HS54515,San Francisco,App,San Francisco,All,SAN FRANCISCO INTERNATIONAL HS,20
SAN GABRIEL HIGH SCHOOL53055,San Gabriel,Enr,Los Angeles,Male,SAN GABRIEL HIGH SCHOOL,59
SAN GABRIEL HIGH SCHOOL53055,San Gabriel,Adm,Los Angeles,Male,SAN GABRIEL HIGH SCHOOL,82
SAN GABRIEL HIGH SCHOOL53055,San Gabriel,App,Los Angeles,Male,SAN GABRIEL HIGH SCHOOL,105
SAN GABRIEL HIGH SCHOOL53055,San Gabriel,Enr,Los Angeles,Female,SAN GABRIEL HIGH SCHOOL,59
SAN GABRIEL HIGH SCHOOL53055,San Gabriel,Adm,Los Angeles,Female,SAN GABRIEL HIGH SCHOOL,90
SAN GABRIEL HIGH SCHOOL53055,San Gabriel,App,Los Angeles,Female,SAN GABRIEL HIGH SCHOOL,133
SAN GABRIEL HIGH SCHOOL53055,San Gabriel,Enr,Los Angeles,All,SAN GABRIEL HIGH SCHOOL,119
SAN GABRIEL HIGH SCHOOL53055,San Gabriel,Adm,Los Angeles,All,SAN GABRIEL HIGH SCHOOL,173
SAN GABRIEL HIGH SCHOOL53055,San Gabriel,App,Los Angeles,All,SAN GABRIEL HIGH SCHOOL,239
SAN GORGONIO HIGH SCHOOL52798,San Bernardino,Enr,San Bernardino,Male,SAN GORGONIO HIGH SCHOOL,9
SAN GORGONIO HIGH SCHOOL52798,San Bernardino,Adm,San Bernardino,Male,SAN GORGONIO HIGH SCHOOL,13
SAN GORGONIO HIGH SCHOOL52798,San Bernardino,App,San Bernardino,Male,SAN GORGONIO HIGH SCHOOL,23
SAN GORGONIO HIGH SCHOOL52798,San Bernardino,Enr,San Bernardino,Female,SAN GORGONIO HIGH SCHOOL,11
SAN GORGONIO HIGH SCHOOL52798,San Bernardino,Adm,San Bernardino,Female,SAN GORGONIO HIGH SCHOOL,25
SAN GORGONIO HIGH SCHOOL52798,San Bernardino,App,San Bernardino,Female,SAN GORGONIO HIGH SCHOOL,43
SAN GORGONIO HIGH SCHOOL52798,San Bernardino,Enr,San Bernardino,All,SAN GORGONIO HIGH SCHOOL,20
SAN GORGONIO HIGH SCHOOL52798,San Bernardino,Adm,San Bernardino,All,SAN GORGONIO HIGH SCHOOL,39
SAN GORGONIO HIGH SCHOOL52798,San Bernardino,App,San Bernardino,All,SAN GORGONIO HIGH SCHOOL,68
SAN JACINTO HIGH SCHOOL53070,San Jacinto,Enr,Riverside,Male,SAN JACINTO HIGH SCHOOL,6
SAN JACINTO HIGH SCHOOL53070,San Jacinto,Adm,Riverside,Male,SAN JACINTO HIGH SCHOOL,12
SAN JACINTO HIGH SCHOOL53070,San Jacinto,App,Riverside,Male,SAN JACINTO HIGH SCHOOL,37
SAN JACINTO HIGH SCHOOL53070,San Jacinto,Enr,Riverside,Female,SAN JACINTO HIGH SCHOOL,26
SAN JACINTO HIGH SCHOOL53070,San Jacinto,Adm,Riverside,Female,SAN JACINTO HIGH SCHOOL,37
SAN JACINTO HIGH SCHOOL53070,San Jacinto,App,Riverside,Female,SAN JACINTO HIGH SCHOOL,75
SAN JACINTO HIGH SCHOOL53070,San Jacinto,Enr,Riverside,All,SAN JACINTO HIGH SCHOOL,32
SAN JACINTO HIGH SCHOOL53070,San Jacinto,Adm,Riverside,All,SAN JACINTO HIGH SCHOOL,49
SAN JACINTO HIGH SCHOOL53070,San Jacinto,App,Riverside,All,SAN JACINTO HIGH SCHOOL,112
SAN JACINTO VALLEY ACADEMY54027,San Jacinto,Adm,Riverside,Male,SAN JACINTO VALLEY ACADEMY,7
SAN JACINTO VALLEY ACADEMY54027,San Jacinto,App,Riverside,Male,SAN JACINTO VALLEY ACADEMY,12
SAN JACINTO VALLEY ACADEMY54027,San Jacinto,Enr,Riverside,Female,SAN JACINTO VALLEY ACADEMY,5
SAN JACINTO VALLEY ACADEMY54027,San Jacinto,Adm,Riverside,Female,SAN JACINTO VALLEY ACADEMY,6
SAN JACINTO VALLEY ACADEMY54027,San Jacinto,App,Riverside,Female,SAN JACINTO VALLEY ACADEMY,13
SAN JACINTO VALLEY ACADEMY54027,San Jacinto,Enr,Riverside,All,SAN JACINTO VALLEY ACADEMY,6
SAN JACINTO VALLEY ACADEMY54027,San Jacinto,Adm,Riverside,All,SAN JACINTO VALLEY ACADEMY,13
SAN JACINTO VALLEY ACADEMY54027,San Jacinto,App,Riverside,All,SAN JACINTO VALLEY ACADEMY,25
SAN JOSE HIGH SCHOOL53098,San Jose,Enr,Santa Clara,Male,SAN JOSE HIGH SCHOOL,12
SAN JOSE HIGH SCHOOL53098,San Jose,Adm,Santa Clara,Male,SAN JOSE HIGH SCHOOL,19
SAN JOSE HIGH SCHOOL53098,San Jose,App,Santa Clara,Male,SAN JOSE HIGH SCHOOL,29
SAN JOSE HIGH SCHOOL53098,San Jose,Enr,Santa Clara,Female,SAN JOSE HIGH SCHOOL,5
SAN JOSE HIGH SCHOOL53098,San Jose,Adm,Santa Clara,Female,SAN JOSE HIGH SCHOOL,16
SAN JOSE HIGH SCHOOL53098,San Jose,App,Santa Clara,Female,SAN JOSE HIGH SCHOOL,26
SAN JOSE HIGH SCHOOL53098,San Jose,Enr,Santa Clara,All,SAN JOSE HIGH SCHOOL,17
SAN JOSE HIGH SCHOOL53098,San Jose,Adm,Santa Clara,All,SAN JOSE HIGH SCHOOL,35
SAN JOSE HIGH SCHOOL53098,San Jose,App,Santa Clara,All,SAN JOSE HIGH SCHOOL,56
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,App,Orange,Unknown,SAN JUAN HILLS HIGH SCHOOL,5
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Enr,Orange,Male,SAN JUAN HILLS HIGH SCHOOL,11
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Adm,Orange,Male,SAN JUAN HILLS HIGH SCHOOL,28
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,App,Orange,Male,SAN JUAN HILLS HIGH SCHOOL,63
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Enr,Orange,Female,SAN JUAN HILLS HIGH SCHOOL,17
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Adm,Orange,Female,SAN JUAN HILLS HIGH SCHOOL,47
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,App,Orange,Female,SAN JUAN HILLS HIGH SCHOOL,95
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Enr,Orange,All,SAN JUAN HILLS HIGH SCHOOL,29
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Adm,Orange,All,SAN JUAN HILLS HIGH SCHOOL,77
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,App,Orange,All,SAN JUAN HILLS HIGH SCHOOL,163
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Enr,Alameda,Male,SAN LEANDRO HIGH SCHOOL,26
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Adm,Alameda,Male,SAN LEANDRO HIGH SCHOOL,41
SAN LEANDRO HIGH SCHOOL53120,San Leandro,App,Alameda,Male,SAN LEANDRO HIGH SCHOOL,66
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Enr,Alameda,Female,SAN LEANDRO HIGH SCHOOL,32
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Adm,Alameda,Female,SAN LEANDRO HIGH SCHOOL,52
SAN LEANDRO HIGH SCHOOL53120,San Leandro,App,Alameda,Female,SAN LEANDRO HIGH SCHOOL,84
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Enr,Alameda,All,SAN LEANDRO HIGH SCHOOL,58
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Adm,Alameda,All,SAN LEANDRO HIGH SCHOOL,94
SAN LEANDRO HIGH SCHOOL53120,San Leandro,App,Alameda,All,SAN LEANDRO HIGH SCHOOL,151
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Enr,Alameda,Male,SAN LORENZO HIGH SCHOOL,7
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Adm,Alameda,Male,SAN LORENZO HIGH SCHOOL,13
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,App,Alameda,Male,SAN LORENZO HIGH SCHOOL,26
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Enr,Alameda,Female,SAN LORENZO HIGH SCHOOL,12
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Adm,Alameda,Female,SAN LORENZO HIGH SCHOOL,20
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,App,Alameda,Female,SAN LORENZO HIGH SCHOOL,33
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Enr,Alameda,All,SAN LORENZO HIGH SCHOOL,19
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Adm,Alameda,All,SAN LORENZO HIGH SCHOOL,33
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,App,Alameda,All,SAN LORENZO HIGH SCHOOL,59
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Enr,Santa Cruz,Male,SAN LORENZO VALLEY HIGH SCHOOL,5
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Adm,Santa Cruz,Male,SAN LORENZO VALLEY HIGH SCHOOL,10
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,App,Santa Cruz,Male,SAN LORENZO VALLEY HIGH SCHOOL,19
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Enr,Santa Cruz,Female,SAN LORENZO VALLEY HIGH SCHOOL,5
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Adm,Santa Cruz,Female,SAN LORENZO VALLEY HIGH SCHOOL,9
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,App,Santa Cruz,Female,SAN LORENZO VALLEY HIGH SCHOOL,18
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Enr,Santa Cruz,All,SAN LORENZO VALLEY HIGH SCHOOL,10
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Adm,Santa Cruz,All,SAN LORENZO VALLEY HIGH SCHOOL,19
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,App,Santa Cruz,All,SAN LORENZO VALLEY HIGH SCHOOL,37
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,Enr,San Luis Obispo,Male,SAN LUIS OBISPO HIGH SCHOOL,14
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,Adm,San Luis Obispo,Male,SAN LUIS OBISPO HIGH SCHOOL,25
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,App,San Luis Obispo,Male,SAN LUIS OBISPO HIGH SCHOOL,46
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,Enr,San Luis Obispo,Female,SAN LUIS OBISPO HIGH SCHOOL,15
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,Adm,San Luis Obispo,Female,SAN LUIS OBISPO HIGH SCHOOL,35
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,App,San Luis Obispo,Female,SAN LUIS OBISPO HIGH SCHOOL,72
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,Enr,San Luis Obispo,All,SAN LUIS OBISPO HIGH SCHOOL,29
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,Adm,San Luis Obispo,All,SAN LUIS OBISPO HIGH SCHOOL,61
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,App,San Luis Obispo,All,SAN LUIS OBISPO HIGH SCHOOL,122
SAN MARCOS HIGH SCHOOL50883,San Marcos,Enr,San Diego,Male,SAN MARCOS HIGH SCHOOL,30
SAN MARCOS HIGH SCHOOL50883,San Marcos,Adm,San Diego,Male,SAN MARCOS HIGH SCHOOL,45
SAN MARCOS HIGH SCHOOL50883,San Marcos,App,San Diego,Male,SAN MARCOS HIGH SCHOOL,78
SAN MARCOS HIGH SCHOOL50883,San Marcos,Enr,San Diego,Female,SAN MARCOS HIGH SCHOOL,40
SAN MARCOS HIGH SCHOOL50883,San Marcos,Adm,San Diego,Female,SAN MARCOS HIGH SCHOOL,68
SAN MARCOS HIGH SCHOOL50883,San Marcos,App,San Diego,Female,SAN MARCOS HIGH SCHOOL,121
SAN MARCOS HIGH SCHOOL50883,San Marcos,Enr,San Diego,All,SAN MARCOS HIGH SCHOOL,70
SAN MARCOS HIGH SCHOOL50883,San Marcos,Adm,San Diego,All,SAN MARCOS HIGH SCHOOL,114
SAN MARCOS HIGH SCHOOL50883,San Marcos,App,San Diego,All,SAN MARCOS HIGH SCHOOL,201
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Enr,Santa Barbara,Male,SAN MARCOS HIGH SCHOOL,8
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Adm,Santa Barbara,Male,SAN MARCOS HIGH SCHOOL,18
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,App,Santa Barbara,Male,SAN MARCOS HIGH SCHOOL,52
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Enr,Santa Barbara,Female,SAN MARCOS HIGH SCHOOL,25
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Adm,Santa Barbara,Female,SAN MARCOS HIGH SCHOOL,51
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,App,Santa Barbara,Female,SAN MARCOS HIGH SCHOOL,103
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Enr,Santa Barbara,All,SAN MARCOS HIGH SCHOOL,33
