Calculation1,Campus,City,Count,County/State/ Territory,Fall Term,Gender,School,Pivot Field Values
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,2007,Male,OAKLAND TECHNICAL HIGH SCHOOL,21
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,2007,Female,OAKLAND TECHNICAL HIGH SCHOOL,7
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,2007,Female,OAKLAND TECHNICAL HIGH SCHOOL,32
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,2007,All,OAKLAND TECHNICAL HIGH SCHOOL,12
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,2007,All,OAKLAND TECHNICAL HIGH SCHOOL,53
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Enr,Alameda,2006,Male,OAKLAND TECHNICAL HIGH SCHOOL,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,2006,Male,OAKLAND TECHNICAL HIGH SCHOOL,5
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,2006,Male,OAKLAND TECHNICAL HIGH SCHOOL,12
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,2006,Female,OAKLAND TECHNICAL HIGH SCHOOL,7
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,2006,Female,OAKLAND TECHNICAL HIGH SCHOOL,27
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Enr,Alameda,2006,All,OAKLAND TECHNICAL HIGH SCHOOL,5
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,2006,All,OAKLAND TECHNICAL HIGH SCHOOL,12
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,2006,All,OAKLAND TECHNICAL HIGH SCHOOL,39
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,2005,Male,OAKLAND TECHNICAL HIGH SCHOOL,9
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,2005,Male,OAKLAND TECHNICAL HIGH SCHOOL,20
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,2005,Female,OAKLAND TECHNICAL HIGH SCHOOL,9
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,2005,Female,OAKLAND TECHNICAL HIGH SCHOOL,22
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,2005,All,OAKLAND TECHNICAL HIGH SCHOOL,18
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,2005,All,OAKLAND TECHNICAL HIGH SCHOOL,42
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,2004,Male,OAKLAND TECHNICAL HIGH SCHOOL,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,2004,Male,OAKLAND TECHNICAL HIGH SCHOOL,13
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,2004,Female,OAKLAND TECHNICAL HIGH SCHOOL,8
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,2004,Female,OAKLAND TECHNICAL HIGH SCHOOL,26
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Enr,Alameda,2004,All,OAKLAND TECHNICAL HIGH SCHOOL,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,2004,All,OAKLAND TECHNICAL HIGH SCHOOL,11
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,2004,All,OAKLAND TECHNICAL HIGH SCHOOL,39
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,2003,Male,OAKLAND TECHNICAL HIGH SCHOOL,7
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,2003,Male,OAKLAND TECHNICAL HIGH SCHOOL,18
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,2003,Female,OAKLAND TECHNICAL HIGH SCHOOL,5
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,2003,Female,OAKLAND TECHNICAL HIGH SCHOOL,29
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Enr,Alameda,2003,All,OAKLAND TECHNICAL HIGH SCHOOL,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,2003,All,OAKLAND TECHNICAL HIGH SCHOOL,12
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,2003,All,OAKLAND TECHNICAL HIGH SCHOOL,47
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,2002,Male,OAKLAND TECHNICAL HIGH SCHOOL,5
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,2002,Male,OAKLAND TECHNICAL HIGH SCHOOL,10
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,2002,Female,OAKLAND TECHNICAL HIGH SCHOOL,8
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,2002,Female,OAKLAND TECHNICAL HIGH SCHOOL,22
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Enr,Alameda,2002,All,OAKLAND TECHNICAL HIGH SCHOOL,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,2002,All,OAKLAND TECHNICAL HIGH SCHOOL,13
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,2002,All,OAKLAND TECHNICAL HIGH SCHOOL,32
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,2001,Male,OAKLAND TECHNICAL HIGH SCHOOL,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,2001,Male,OAKLAND TECHNICAL HIGH SCHOOL,17
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,2001,Female,OAKLAND TECHNICAL HIGH SCHOOL,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,2001,Female,OAKLAND TECHNICAL HIGH SCHOOL,29
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,2001,All,OAKLAND TECHNICAL HIGH SCHOOL,6
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,2001,All,OAKLAND TECHNICAL HIGH SCHOOL,46
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,2000,Male,OAKLAND TECHNICAL HIGH SCHOOL,4
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,2000,Male,OAKLAND TECHNICAL HIGH SCHOOL,10
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Enr,Alameda,2000,Female,OAKLAND TECHNICAL HIGH SCHOOL,4
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,2000,Female,OAKLAND TECHNICAL HIGH SCHOOL,9
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,2000,Female,OAKLAND TECHNICAL HIGH SCHOOL,25
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Enr,Alameda,2000,All,OAKLAND TECHNICAL HIGH SCHOOL,5
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,2000,All,OAKLAND TECHNICAL HIGH SCHOOL,13
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,2000,All,OAKLAND TECHNICAL HIGH SCHOOL,35
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,1999,Male,OAKLAND TECHNICAL HIGH SCHOOL,7
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,1999,Male,OAKLAND TECHNICAL HIGH SCHOOL,20
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,1999,Female,OAKLAND TECHNICAL HIGH SCHOOL,11
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,1999,Female,OAKLAND TECHNICAL HIGH SCHOOL,32
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,1999,All,OAKLAND TECHNICAL HIGH SCHOOL,18
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,1999,All,OAKLAND TECHNICAL HIGH SCHOOL,52
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,1998,Male,OAKLAND TECHNICAL HIGH SCHOOL,5
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,1998,Male,OAKLAND TECHNICAL HIGH SCHOOL,13
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,1998,Female,OAKLAND TECHNICAL HIGH SCHOOL,8
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,1998,Female,OAKLAND TECHNICAL HIGH SCHOOL,15
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,1998,All,OAKLAND TECHNICAL HIGH SCHOOL,13
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,1998,All,OAKLAND TECHNICAL HIGH SCHOOL,28
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,1997,Male,OAKLAND TECHNICAL HIGH SCHOOL,9
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,1997,Female,OAKLAND TECHNICAL HIGH SCHOOL,10
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,1997,Female,OAKLAND TECHNICAL HIGH SCHOOL,19
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Enr,Alameda,1997,All,OAKLAND TECHNICAL HIGH SCHOOL,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,1997,All,OAKLAND TECHNICAL HIGH SCHOOL,12
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,1997,All,OAKLAND TECHNICAL HIGH SCHOOL,28
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,1994,Male,OAKLAND TECHNICAL HIGH SCHOOL,11
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,1994,Male,OAKLAND TECHNICAL HIGH SCHOOL,15
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Enr,Alameda,1994,Female,OAKLAND TECHNICAL HIGH SCHOOL,5
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,1994,Female,OAKLAND TECHNICAL HIGH SCHOOL,15
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,1994,Female,OAKLAND TECHNICAL HIGH SCHOOL,23
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Enr,Alameda,1994,All,OAKLAND TECHNICAL HIGH SCHOOL,7
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,Adm,Alameda,1994,All,OAKLAND TECHNICAL HIGH SCHOOL,26
OAKLAND TECHNICAL HIGH SCHOOL52240,Los Angeles,Oakland,App,Alameda,1994,All,OAKLAND TECHNICAL HIGH SCHOOL,38
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Adm,Alameda,2018,Male,OAKLAND TECHNICAL HIGH SCHOOL,11
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,App,Alameda,2018,Male,OAKLAND TECHNICAL HIGH SCHOOL,18
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Adm,Alameda,2018,Female,OAKLAND TECHNICAL HIGH SCHOOL,16
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,App,Alameda,2018,Female,OAKLAND TECHNICAL HIGH SCHOOL,21
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Adm,Alameda,2018,All,OAKLAND TECHNICAL HIGH SCHOOL,27
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,App,Alameda,2018,All,OAKLAND TECHNICAL HIGH SCHOOL,39
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Adm,Alameda,2017,Male,OAKLAND TECHNICAL HIGH SCHOOL,10
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,App,Alameda,2017,Male,OAKLAND TECHNICAL HIGH SCHOOL,15
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Adm,Alameda,2017,Female,OAKLAND TECHNICAL HIGH SCHOOL,9
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,App,Alameda,2017,Female,OAKLAND TECHNICAL HIGH SCHOOL,12
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Enr,Alameda,2017,All,OAKLAND TECHNICAL HIGH SCHOOL,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Adm,Alameda,2017,All,OAKLAND TECHNICAL HIGH SCHOOL,19
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,App,Alameda,2017,All,OAKLAND TECHNICAL HIGH SCHOOL,27
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Adm,Alameda,2015,Male,OAKLAND TECHNICAL HIGH SCHOOL,8
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,App,Alameda,2015,Male,OAKLAND TECHNICAL HIGH SCHOOL,12
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Enr,Alameda,2015,Female,OAKLAND TECHNICAL HIGH SCHOOL,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Adm,Alameda,2015,Female,OAKLAND TECHNICAL HIGH SCHOOL,14
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,App,Alameda,2015,Female,OAKLAND TECHNICAL HIGH SCHOOL,19
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Enr,Alameda,2015,All,OAKLAND TECHNICAL HIGH SCHOOL,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Adm,Alameda,2015,All,OAKLAND TECHNICAL HIGH SCHOOL,22
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,App,Alameda,2015,All,OAKLAND TECHNICAL HIGH SCHOOL,31
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Adm,Alameda,2014,Male,OAKLAND TECHNICAL HIGH SCHOOL,8
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,App,Alameda,2014,Male,OAKLAND TECHNICAL HIGH SCHOOL,11
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Adm,Alameda,2014,Female,OAKLAND TECHNICAL HIGH SCHOOL,11
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,App,Alameda,2014,Female,OAKLAND TECHNICAL HIGH SCHOOL,16
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Enr,Alameda,2014,All,OAKLAND TECHNICAL HIGH SCHOOL,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Adm,Alameda,2014,All,OAKLAND TECHNICAL HIGH SCHOOL,19
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,App,Alameda,2014,All,OAKLAND TECHNICAL HIGH SCHOOL,27
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Adm,Alameda,2013,Male,OAKLAND TECHNICAL HIGH SCHOOL,8
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,App,Alameda,2013,Male,OAKLAND TECHNICAL HIGH SCHOOL,9
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Enr,Alameda,2013,Female,OAKLAND TECHNICAL HIGH SCHOOL,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Adm,Alameda,2013,Female,OAKLAND TECHNICAL HIGH SCHOOL,4
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,App,Alameda,2013,Female,OAKLAND TECHNICAL HIGH SCHOOL,5
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Enr,Alameda,2013,All,OAKLAND TECHNICAL HIGH SCHOOL,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Adm,Alameda,2013,All,OAKLAND TECHNICAL HIGH SCHOOL,12
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,App,Alameda,2013,All,OAKLAND TECHNICAL HIGH SCHOOL,14
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Adm,Alameda,2012,Male,OAKLAND TECHNICAL HIGH SCHOOL,4
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,App,Alameda,2012,Male,OAKLAND TECHNICAL HIGH SCHOOL,10
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Adm,Alameda,2012,Female,OAKLAND TECHNICAL HIGH SCHOOL,6
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,App,Alameda,2012,Female,OAKLAND TECHNICAL HIGH SCHOOL,13
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Adm,Alameda,2012,All,OAKLAND TECHNICAL HIGH SCHOOL,10
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,App,Alameda,2012,All,OAKLAND TECHNICAL HIGH SCHOOL,23
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Adm,Alameda,2009,Male,OAKLAND TECHNICAL HIGH SCHOOL,9
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,App,Alameda,2009,Male,OAKLAND TECHNICAL HIGH SCHOOL,10
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Adm,Alameda,2009,Female,OAKLAND TECHNICAL HIGH SCHOOL,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Adm,Alameda,2009,All,OAKLAND TECHNICAL HIGH SCHOOL,12
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,App,Alameda,2009,All,OAKLAND TECHNICAL HIGH SCHOOL,13
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Adm,Alameda,2008,Male,OAKLAND TECHNICAL HIGH SCHOOL,5
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,App,Alameda,2008,Male,OAKLAND TECHNICAL HIGH SCHOOL,7
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Adm,Alameda,2008,Female,OAKLAND TECHNICAL HIGH SCHOOL,6
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,App,Alameda,2008,Female,OAKLAND TECHNICAL HIGH SCHOOL,7
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Adm,Alameda,2008,All,OAKLAND TECHNICAL HIGH SCHOOL,11
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,App,Alameda,2008,All,OAKLAND TECHNICAL HIGH SCHOOL,14
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Adm,Alameda,2007,Female,OAKLAND TECHNICAL HIGH SCHOOL,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,App,Alameda,2007,Female,OAKLAND TECHNICAL HIGH SCHOOL,5
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,Adm,Alameda,2007,All,OAKLAND TECHNICAL HIGH SCHOOL,4
OAKLAND TECHNICAL HIGH SCHOOL52240,Merced,Oakland,App,Alameda,2007,All,OAKLAND TECHNICAL HIGH SCHOOL,7
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Adm,Alameda,2018,Male,OAKLAND TECHNICAL HIGH SCHOOL,13
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,App,Alameda,2018,Male,OAKLAND TECHNICAL HIGH SCHOOL,27
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Adm,Alameda,2018,Female,OAKLAND TECHNICAL HIGH SCHOOL,11
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,App,Alameda,2018,Female,OAKLAND TECHNICAL HIGH SCHOOL,23
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Adm,Alameda,2018,All,OAKLAND TECHNICAL HIGH SCHOOL,24
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,App,Alameda,2018,All,OAKLAND TECHNICAL HIGH SCHOOL,51
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Adm,Alameda,2017,Male,OAKLAND TECHNICAL HIGH SCHOOL,6
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,App,Alameda,2017,Male,OAKLAND TECHNICAL HIGH SCHOOL,12
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Adm,Alameda,2017,Female,OAKLAND TECHNICAL HIGH SCHOOL,7
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,App,Alameda,2017,Female,OAKLAND TECHNICAL HIGH SCHOOL,20
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Adm,Alameda,2017,All,OAKLAND TECHNICAL HIGH SCHOOL,13
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,App,Alameda,2017,All,OAKLAND TECHNICAL HIGH SCHOOL,32
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Adm,Alameda,2013,Male,OAKLAND TECHNICAL HIGH SCHOOL,4
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,App,Alameda,2013,Male,OAKLAND TECHNICAL HIGH SCHOOL,11
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Adm,Alameda,2013,Female,OAKLAND TECHNICAL HIGH SCHOOL,6
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,App,Alameda,2013,Female,OAKLAND TECHNICAL HIGH SCHOOL,12
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Adm,Alameda,2013,All,OAKLAND TECHNICAL HIGH SCHOOL,10
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,App,Alameda,2013,All,OAKLAND TECHNICAL HIGH SCHOOL,23
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Adm,Alameda,2010,Male,OAKLAND TECHNICAL HIGH SCHOOL,7
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,App,Alameda,2010,Male,OAKLAND TECHNICAL HIGH SCHOOL,9
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Enr,Alameda,2010,Female,OAKLAND TECHNICAL HIGH SCHOOL,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Adm,Alameda,2010,Female,OAKLAND TECHNICAL HIGH SCHOOL,9
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,App,Alameda,2010,Female,OAKLAND TECHNICAL HIGH SCHOOL,14
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Enr,Alameda,2010,All,OAKLAND TECHNICAL HIGH SCHOOL,4
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Adm,Alameda,2010,All,OAKLAND TECHNICAL HIGH SCHOOL,16
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,App,Alameda,2010,All,OAKLAND TECHNICAL HIGH SCHOOL,23
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Enr,Alameda,2009,Male,OAKLAND TECHNICAL HIGH SCHOOL,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Adm,Alameda,2009,Male,OAKLAND TECHNICAL HIGH SCHOOL,10
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,App,Alameda,2009,Male,OAKLAND TECHNICAL HIGH SCHOOL,11
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Enr,Alameda,2009,Female,OAKLAND TECHNICAL HIGH SCHOOL,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Adm,Alameda,2009,Female,OAKLAND TECHNICAL HIGH SCHOOL,7
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,App,Alameda,2009,Female,OAKLAND TECHNICAL HIGH SCHOOL,9
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Enr,Alameda,2009,All,OAKLAND TECHNICAL HIGH SCHOOL,6
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Adm,Alameda,2009,All,OAKLAND TECHNICAL HIGH SCHOOL,17
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,App,Alameda,2009,All,OAKLAND TECHNICAL HIGH SCHOOL,20
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Adm,Alameda,2008,Female,OAKLAND TECHNICAL HIGH SCHOOL,4
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,App,Alameda,2008,Female,OAKLAND TECHNICAL HIGH SCHOOL,5
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Adm,Alameda,2008,All,OAKLAND TECHNICAL HIGH SCHOOL,4
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,App,Alameda,2008,All,OAKLAND TECHNICAL HIGH SCHOOL,6
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Adm,Alameda,2005,Female,OAKLAND TECHNICAL HIGH SCHOOL,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Adm,Alameda,2005,All,OAKLAND TECHNICAL HIGH SCHOOL,4
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,App,Alameda,2005,All,OAKLAND TECHNICAL HIGH SCHOOL,7
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Adm,Alameda,2003,Male,OAKLAND TECHNICAL HIGH SCHOOL,5
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,App,Alameda,2003,Male,OAKLAND TECHNICAL HIGH SCHOOL,7
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Adm,Alameda,2003,Female,OAKLAND TECHNICAL HIGH SCHOOL,10
