cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrit,NumGE1500,PctGE1500,year
37735693735206,S,Oceanside High,Oceanside Unified,San Diego,518,186,482,509,459,74,39.78,1516
37735693739018,S,El Camino High,Oceanside Unified,San Diego,802,329,501,507,488,148,44.98,1516
37737910000000,D,,San Marcos Unified,San Diego,1425,780,504,502,493,389,49.87,1516
37737910105726,S,Mission Hills High,San Marcos Unified,San Diego,633,370,497,491,487,173,46.76,1516
37737910109785,S,Bayshore Preparatory Charter,San Marcos Unified,San Diego,19,3,*,*,*,*,*,1516
37737913730793,S,Foothills High,San Marcos Unified,San Diego,49,0,NA,NA,NA,NA,NA,1516
37737913737632,S,San Marcos High,San Marcos Unified,San Diego,634,407,509,511,498,214,52.58,1516
37754160000000,D,,Warner Unified,San Diego,121,6,*,*,*,*,*,1516
37754160132472,S,California Pacific Charter Schools - San Diego,Warner Unified,San Diego,101,0,NA,NA,NA,NA,NA,1516
37754163730975,S,Warner Junior/Senior High,Warner Unified,San Diego,10,6,*,*,*,*,*,1516
37756140000000,D,,Valley Center-Pauma Unified,San Diego,295,121,505,498,485,59,48.76,1516
37756143731114,S,Valley Center High,Valley Center-Pauma Unified,San Diego,259,118,503,498,485,57,48.31,1516
37756143731601,S,Valley Center Prep,Valley Center-Pauma Unified,San Diego,20,3,*,*,*,*,*,1516
37764710000000,D,,SBC - High Tech High,San Diego,275,262,485,470,473,112,42.75,1516
37764710114678,S,High Tech High Chula Vista,SBC - High Tech High,San Diego,150,146,459,460,452,47,32.19,1516
37764710114694,S,High Tech High North County,SBC - High Tech High,San Diego,125,116,518,483,499,65,56.03,1516
38000000000000,C,,,San Francisco,4913,2872,474,516,466,1291,44.95,1516
38103890000000,D,,San Francisco County Office of Education,San Francisco,99,0,NA,NA,NA,NA,NA,1516
38103893830395,S,S.F. County Opportunity (Hilltop),San Francisco County Office of Education,San Francisco,17,0,NA,NA,NA,NA,NA,1516
38684780000000,D,,San Francisco Unified,San Francisco,4785,2858,474,517,467,1289,45.10,1516
38684780101774,S,Five Keys Charter (SF Sheriff's),San Francisco Unified,San Francisco,43,0,NA,NA,NA,NA,NA,1516
38684780102103,S,Jordan (June) School for Equity,San Francisco Unified,San Francisco,62,3,*,*,*,*,*,1516
38684780107300,S,City Arts and Tech High,San Francisco Unified,San Francisco,83,81,415,408,398,11,13.58,1516
38684780118133,S,Five Keys Adult School (SF Sheriff's),San Francisco Unified,San Francisco,29,0,NA,NA,NA,NA,NA,1516
38684780118141,S,Five Keys Independence HS (SF Sheriff's),San Francisco Unified,San Francisco,373,0,NA,NA,NA,NA,NA,1516
38684780119875,S,S.F. International High,San Francisco Unified,San Francisco,73,56,326,368,311,3,5.36,1516
38684780119958,S,Academy (The)- SF @McAteer,San Francisco Unified,San Francisco,68,42,484,469,462,14,33.33,1516
38684780128876,S,Gateway to College,San Francisco Unified,San Francisco,166,0,NA,NA,NA,NA,NA,1516
38684783830031,S,Wells (Ida B.) High,San Francisco Unified,San Francisco,36,1,*,*,*,*,*,1516
38684783830197,S,Independence High,San Francisco Unified,San Francisco,84,13,*,*,*,*,*,1516
38684783830205,S,Wallenberg (Raoul) Traditional High,San Francisco Unified,San Francisco,165,110,457,503,454,43,39.09,1516
38684783830254,S,Burton (Phillip and Sala) Academic High,San Francisco Unified,San Francisco,260,168,442,474,433,50,29.76,1516
38684783830288,S,Balboa High,San Francisco Unified,San Francisco,311,196,460,510,459,78,39.80,1516
38684783830353,S,International Studies Academy,San Francisco Unified,San Francisco,32,21,428,421,414,4,19.05,1516
38684783830387,S,"Asawa (Ruth) SF Sch of the Arts, A Public School",San Francisco Unified,San Francisco,154,88,576,558,555,69,78.41,1516
38684783830403,S,Marshall (Thurgood) High,San Francisco Unified,San Francisco,139,66,347,447,350,3,4.55,1516
38684783830411,S,Leadership High,San Francisco Unified,San Francisco,59,50,375,349,369,1,2.00,1516
38684783830437,S,Gateway High,San Francisco Unified,San Francisco,118,108,464,466,457,41,37.96,1516
38684783831765,S,Galileo High,San Francisco Unified,San Francisco,450,320,439,507,430,105,32.81,1516
38684783833241,S,Lincoln (Abraham) High,San Francisco Unified,San Francisco,504,386,462,521,451,158,40.93,1516
38684783833407,S,Lowell High,San Francisco Unified,San Francisco,669,578,585,627,580,501,86.68,1516
38684783834082,S,Mission High,San Francisco Unified,San Francisco,272,154,412,444,408,35,22.73,1516
38684783834769,S,O'Connell (John) High,San Francisco Unified,San Francisco,91,38,397,415,398,8,21.05,1516
38684783839081,S,Washington (George) High,San Francisco Unified,San Francisco,513,379,458,517,449,157,41.42,1516
38767030000000,D,,SBE - San Francisco Flex Academy,San Francisco,29,14,*,*,*,*,*,1516
38767030121814,S,San Francisco Flex Academy,SBE - San Francisco Flex Academy,San Francisco,29,14,*,*,*,*,*,1516
39000000000000,C,,,San Joaquin,11408,3771,474,483,465,1377,36.52,1516
39103970000000,D,,San Joaquin County Office of Education,San Joaquin,919,64,438,411,420,11,17.19,1516
39103970120717,S,one.Charter,San Joaquin County Office of Education,San Joaquin,105,0,NA,NA,NA,NA,NA,1516
39103973930476,S,Venture Academy,San Joaquin County Office of Education,San Joaquin,265,64,438,411,420,11,17.19,1516
39685020000000,D,,Escalon Unified,San Joaquin,230,93,516,500,489,53,56.99,1516
39685023932308,S,Escalon High,Escalon Unified,San Joaquin,216,93,516,500,489,53,56.99,1516
39685690000000,D,,Lincoln Unified,San Joaquin,733,276,511,533,508,158,57.25,1516
39685693933801,S,Lincoln High,Lincoln Unified,San Joaquin,655,276,511,533,508,158,57.25,1516
39685770000000,D,,Linden Unified,San Joaquin,211,83,457,466,456,17,20.48,1516
39685773933959,S,Linden High,Linden Unified,San Joaquin,170,83,457,466,456,17,20.48,1516
39685850000000,D,,Lodi Unified,San Joaquin,2259,802,479,499,472,315,39.28,1516
39685850101956,S,Aspire Benjamin Holt College Preparatory Academy,Lodi Unified,San Joaquin,70,65,485,499,480,28,43.08,1516
39685850108225,S,Ronald E. McNair High,Lodi Unified,San Joaquin,387,170,431,456,426,34,20.00,1516
39685850122580,S,Rio Valley Charter,Lodi Unified,San Joaquin,69,4,*,*,*,*,*,1516
39685853930237,S,Bear Creek High,Lodi Unified,San Joaquin,441,205,471,489,456,69,33.66,1516
39685853930278,S,Plaza Robles Continuation High,Lodi Unified,San Joaquin,89,1,*,*,*,*,*,1516
39685853930344,S,Independence,Lodi Unified,San Joaquin,61,0,NA,NA,NA,NA,NA,1516
39685853930443,S,Middle College High,Lodi Unified,San Joaquin,51,50,563,578,557,37,74.00,1516
39685853934759,S,Tokay High,Lodi Unified,San Joaquin,477,139,494,500,486,60,43.17,1516
39685853934783,S,Lodi High,Lodi Unified,San Joaquin,472,168,498,531,500,86,51.19,1516
39685930000000,D,,Manteca Unified,San Joaquin,1867,630,470,476,456,203,32.22,1516
39685930101576,S,Weston Ranch High,Manteca Unified,San Joaquin,276,105,449,461,443,24,22.86,1516
39685930116376,S,Lathrop High,Manteca Unified,San Joaquin,272,109,459,449,448,30,27.52,1516
39685930126094,S,be.tech,Manteca Unified,San Joaquin,116,0,NA,NA,NA,NA,NA,1516
39685933930310,S,Sierra High,Manteca Unified,San Joaquin,297,139,477,479,454,47,33.81,1516
39685933930328,S,Manteca Community Day (7-12),Manteca Unified,San Joaquin,4,1,*,*,*,*,*,1516
39685933932001,S,East Union High,Manteca Unified,San Joaquin,366,149,481,494,467,53,35.57,1516
39685933935103,S,Manteca High,Manteca Unified,San Joaquin,349,127,479,490,465,49,38.58,1516
39686270000000,D,,New Jerusalem Elementary,San Joaquin,474,54,476,452,463,15,27.78,1516
39686270126755,S,"Humphreys College Academy of Business, Law and Edu",New Jerusalem Elementary,San Joaquin,59,21,431,423,419,2,9.52,1516
39686270127191,S,California Virtual Academy @ San Joaquin,New Jerusalem Elementary,San Joaquin,134,11,*,*,*,*,*,1516
39686270129908,S,Delta Keys Charter,New Jerusalem Elementary,San Joaquin,108,0,NA,NA,NA,NA,NA,1516
39686270129916,S,Valley View Charter Prep,New Jerusalem Elementary,San Joaquin,20,0,NA,NA,NA,NA,NA,1516
39686270130864,S,Delta Charter Online,New Jerusalem Elementary,San Joaquin,96,7,*,*,*,*,*,1516
39686276119309,S,Delta Charter,New Jerusalem Elementary,San Joaquin,54,15,513,478,511,7,46.67,1516
39686500000000,D,,Ripon Unified,San Joaquin,323,98,512,511,492,50,51.02,1516
39686500125849,S,California Connections Academy @ Ripon,Ripon Unified,San Joaquin,111,13,*,*,*,*,*,1516
39686503935756,S,Ripon High,Ripon Unified,San Joaquin,199,85,507,508,490,43,50.59,1516
39686760000000,D,,Stockton Unified,San Joaquin,2476,906,433,440,426,183,20.20,1516
39686760108159,S,Cesar Chavez High,Stockton Unified,San Joaquin,590,207,432,431,428,41,19.81,1516
39686760115402,S,Edward C. Merlo Institute of Environmental Studies,Stockton Unified,San Joaquin,48,13,*,*,*,*,*,1516
39686760118497,S,Aspire Langston Hughes Academy,Stockton Unified,San Joaquin,65,63,403,401,396,3,4.76,1516
39686760119743,S,Stockton Unified Early College Academy,Stockton Unified,San Joaquin,58,50,520,556,493,34,68.00,1516
39686760119784,S,Stockton High,Stockton Unified,San Joaquin,121,0,NA,NA,NA,NA,NA,1516
39686760120733,S,Stockton Collegiate International Secondary,Stockton Unified,San Joaquin,43,45,517,490,522,23,51.11,1516
39686760123802,S,Health Careers Academy,Stockton Unified,San Joaquin,93,69,434,422,432,16,23.19,1516
39686760124248,S,Pacific Law Academy,Stockton Unified,San Joaquin,50,29,469,489,469,9,31.03,1516
39686763930427,S,Weber Institute,Stockton Unified,San Joaquin,93,39,421,429,392,2,5.13,1516
39686763932100,S,Edison High,Stockton Unified,San Joaquin,455,165,414,440,416,25,15.15,1516
39686763932654,S,Franklin High,Stockton Unified,San Joaquin,407,135,424,434,407,18,13.33,1516
39686763937406,S,Stagg Senior High,Stockton Unified,San Joaquin,305,91,412,423,412,12,13.19,1516
39754990000000,D,,Tracy Joint Unified,San Joaquin,1867,750,504,508,494,367,48.93,1516
39754990102392,S,Millennium Charter,Tracy Joint Unified,San Joaquin,102,67,517,502,495,36,53.73,1516
39754990119040,S,John C. Kimball High,Tracy Joint Unified,San Joaquin,521,250,515,522,507,133,53.20,1516
39754993930302,S,Merrill F. West High,Tracy Joint Unified,San Joaquin,544,217,476,483,458,75,34.56,1516
39754993938008,S,Tracy High,Tracy Joint Unified,San Joaquin,518,216,516,518,517,123,56.94,1516
39767600000000,D,,Lammersville Joint Unified,San Joaquin,49,15,493,507,463,5,33.33,1516
39767600128967,S,Mountain House High,Lammersville Joint Unified,San Joaquin,49,15,493,507,463,5,33.33,1516
40000000000000,C,,,San Luis Obispo,2855,1003,529,523,510,594,59.22,1516
40104050000000,D,,San Luis Obispo County Office of Education,San Luis Obispo,203,0,NA,NA,NA,NA,NA,1516
40104050101725,S,Grizzly ChalleNGe Charter,San Luis Obispo County Office of Education,San Luis Obispo,129,0,NA,NA,NA,NA,NA,1516
40687000000000,D,,Atascadero Unified,San Luis Obispo,369,118,529,511,514,72,61.02,1516
40687004030102,S,West Mall Alternative,Atascadero Unified,San Luis Obispo,17,0,NA,NA,NA,NA,NA,1516
40687004030755,S,Atascadero High,Atascadero Unified,San Luis Obispo,304,118,529,511,514,72,61.02,1516
40687590000000,D,,Lucia Mar Unified,San Luis Obispo,900,357,526,514,501,195,54.62,1516
40687590125328,S,Central Coast New Tech High,Lucia Mar Unified,San Luis Obispo,78,48,506,463,475,21,43.75,1516
40687594030268,S,Nipomo High,Lucia Mar Unified,San Luis Obispo,230,76,483,479,457,29,38.16,1516
40687594030557,S,Arroyo Grande High,Lucia Mar Unified,San Luis Obispo,524,233,545,536,521,145,62.23,1516
40688090000000,D,,San Luis Coastal Unified,San Luis Obispo,563,268,550,555,534,193,72.01,1516
40688094034807,S,Morro Bay High,San Luis Coastal Unified,San Luis Obispo,203,77,526,528,498,45,58.44,1516
40688094036703,S,San Luis Obispo High,San Luis Coastal Unified,San Luis Obispo,316,191,559,566,548,148,77.49,1516
40688330000000,D,,Shandon Joint Unified,San Luis Obispo,14,2,*,*,*,*,*,1516
40688334037008,S,Shandon High,Shandon Joint Unified,San Luis Obispo,14,2,*,*,*,*,*,1516
40688410000000,D,,Templeton Unified,San Luis Obispo,190,82,532,524,517,51,62.20,1516
40688414030185,S,Templeton Independent Study High,Templeton Unified,San Luis Obispo,21,0,NA,NA,NA,NA,NA,1516
40688414037701,S,Templeton High,Templeton Unified,San Luis Obispo,165,82,532,524,517,51,62.20,1516
40754570000000,D,,Paso Robles Joint Unified,San Luis Obispo,556,150,505,501,487,69,46.00,1516
40754570119354,S,Independence High,Paso Robles Joint Unified,San Luis Obispo,35,1,*,*,*,*,*,1516
40754574035754,S,Paso Robles High,Paso Robles Joint Unified,San Luis Obispo,434,149,504,501,486,68,45.64,1516
40754650000000,D,,Coast Unified,San Luis Obispo,60,26,502,494,487,14,53.85,1516
40754654032009,S,Coast Union High,Coast Unified,San Luis Obispo,52,26,502,494,487,14,53.85,1516
41000000000000,C,,,San Mateo,6796,3373,538,557,536,2146,63.62,1516
41104130000000,D,,San Mateo County Office of Education,San Mateo,55,0,NA,NA,NA,NA,NA,1516
41688900000000,D,,Cabrillo Unified,San Mateo,294,150,536,544,529,99,66.00,1516
41688904132817,S,Half Moon Bay High,Cabrillo Unified,San Mateo,261,150,536,544,529,99,66.00,1516
41689160000000,D,,Jefferson Elementary,San Mateo,79,9,*,*,*,*,*,1516
41689160112284,S,California Virtual Academy @ San Mateo,Jefferson Elementary,San Mateo,79,9,*,*,*,*,*,1516
41689240000000,D,,Jefferson Union High,San Mateo,1176,512,498,525,492,268,52.34,1516
41689244133393,S,Jefferson High,Jefferson Union High,San Mateo,297,121,445,471,449,32,26.45,1516
41689244135075,S,Oceana High,Jefferson Union High,San Mateo,146,89,508,522,493,52,58.43,1516
41689244137535,S,Terra Nova High,Jefferson Union High,San Mateo,228,119,530,551,525,78,65.55,1516
41689244137592,S,Thornton High,Jefferson Union High,San Mateo,89,1,*,*,*,*,*,1516
41689244137790,S,Westmoor High,Jefferson Union High,San Mateo,408,182,508,546,501,106,58.24,1516
41689400000000,D,,La Honda-Pescadero Unified,San Mateo,14,4,*,*,*,*,*,1516
41689404135331,S,Pescadero High,La Honda-Pescadero Unified,San Mateo,14,4,*,*,*,*,*,1516
41689990000000,D,,Ravenswood City Elementary,San Mateo,53,3,*,*,*,*,*,1516
41689996114953,S,Aspire East Palo Alto Charter,Ravenswood City Elementary,San Mateo,53,3,*,*,*,*,*,1516
41690470000000,D,,San Mateo Union High,San Mateo,2032,1185,555,577,555,840,70.89,1516
41690470128165,S,Peninsula High,San Mateo Union High,San Mateo,95,0,NA,NA,NA,NA,NA,1516
41690474130217,S,Aragon High,San Mateo Union High,San Mateo,347,231,589,614,590,186,80.52,1516
41690474130472,S,Burlingame High,San Mateo Union High,San Mateo,326,218,567,579,566,174,79.82,1516
41690474130738,S,Capuchino High,San Mateo Union High,San Mateo,268,167,496,507,489,78,46.71,1516
41690474133070,S,Hillsdale High,San Mateo Union High,San Mateo,331,164,548,558,536,111,67.68,1516
41690474134557,S,Mills High,San Mateo Union High,San Mateo,278,213,563,607,573,163,76.53,1516
41690474136370,S,San Mateo High,San Mateo Union High,San Mateo,367,192,551,574,554,128,66.67,1516
41690620000000,D,,Sequoia Union High,San Mateo,2410,1224,553,565,551,805,65.77,1516
41690620112722,S,Summit Preparatory Charter High,Sequoia Union High,San Mateo,73,60,506,505,512,33,55.00,1516
41690620119503,S,Everest Public High,Sequoia Union High,San Mateo,71,27,524,531,518,15,55.56,1516
41690620126722,S,East Palo Alto Academy,Sequoia Union High,San Mateo,69,0,NA,NA,NA,NA,NA,1516
41690624130993,S,Carlmont High,Sequoia Union High,San Mateo,506,359,576,598,571,274,76.32,1516
41690624133716,S,Menlo-Atherton High,Sequoia Union High,San Mateo,498,318,582,589,580,223,70.13,1516
41690624135687,S,Redwood High,Sequoia Union High,San Mateo,216,1,*,*,*,*,*,1516
41690624136693,S,Sequoia High,Sequoia Union High,San Mateo,540,243,529,547,530,145,59.67,1516
41690624138053,S,Woodside High,Sequoia Union High,San Mateo,419,216,515,519,515,115,53.24,1516
41690700000000,D,,South San Francisco Unified,San Mateo,683,286,484,508,475,126,44.06,1516
41690704132551,S,El Camino High,South San Francisco Unified,San Mateo,319,168,489,515,476,79,47.02,1516
41690704137279,S,South San Francisco High,South San Francisco Unified,San Mateo,300,118,477,497,472,47,39.83,1516
42000000000000,C,,,Santa Barbara,5316,1792,507,516,494,908,50.67,1516
42104210000000,D,,Santa Barbara County Office of Education,Santa Barbara,44,0,NA,NA,NA,NA,NA,1516
42691120000000,D,,Blochman Union Elementary,Santa Barbara,92,7,*,*,*,*,*,1516
42691120111773,S,Family Partnership Home Study Charter,Blochman Union Elementary,Santa Barbara,85,6,*,*,*,*,*,1516
42691120124255,S,Trivium Charter,Blochman Union Elementary,Santa Barbara,7,1,*,*,*,*,*,1516
42691460000000,D,,Carpinteria Unified,Santa Barbara,181,73,473,492,467,33,45.21,1516
42691464230587,S,Carpinteria Senior High,Carpinteria Unified,Santa Barbara,164,73,473,492,467,33,45.21,1516
42692290000000,D,,Lompoc Unified,Santa Barbara,745,199,497,489,475,89,44.72,1516
42692294230454,S,Cabrillo High,Lompoc Unified,Santa Barbara,362,120,518,504,490,62,51.67,1516
42692294233060,S,Lompoc High,Lompoc Unified,Santa Barbara,351,79,464,466,452,27,34.18,1516
42692450000000,D,,Los Olivos Elementary,Santa Barbara,0,4,*,*,*,*,*,1516
42692600000000,D,,Orcutt Union Elementary,Santa Barbara,150,78,543,527,515,47,60.26,1516
42692600116434,S,Orcutt Academy Charter,Orcutt Union Elementary,Santa Barbara,150,0,NA,NA,NA,NA,NA,1516
42692606045785,S,Orcutt Junior High,Orcutt Union Elementary,Santa Barbara,0,78,543,527,515,47,60.26,1516
42693100000000,D,,Santa Maria Joint Union High,Santa Barbara,2014,478,454,474,448,149,31.17,1516
42693100102285,S,Pioneer Valley High,Santa Maria Joint Union High,Santa Barbara,625,160,449,469,444,41,25.63,1516
42693104234613,S,Ernest Righetti High,Santa Maria Joint Union High,Santa Barbara,510,146,484,496,474,65,44.52,1516
42693104236030,S,Santa Maria High,Santa Maria Joint Union High,Santa Barbara,599,172,434,460,430,43,25.00,1516
42693280000000,D,,Santa Ynez Valley Union High,Santa Barbara,262,136,533,533,526,86,63.24,1516
42693284236345,S,Santa Ynez Valley Union High,Santa Ynez Valley Union High,Santa Barbara,242,136,533,533,526,86,63.24,1516
42750100000000,D,,Cuyama Joint Unified,Santa Barbara,23,1,*,*,*,*,*,1516
42750104231205,S,Cuyama Valley High,Cuyama Joint Unified,Santa Barbara,23,1,*,*,*,*,*,1516
42767860000000,D,,Santa Barbara Unified,Santa Barbara,1785,816,535,546,520,497,60.91,1516
42767860120402,S,Alta Vista Alternative High,Santa Barbara Unified,Santa Barbara,94,6,*,*,*,*,*,1516
42767864231726,S,Dos Pueblos Senior High,Santa Barbara Unified,Santa Barbara,529,320,541,561,528,197,61.56,1516
42767864235230,S,San Marcos Senior High,Santa Barbara Unified,Santa Barbara,480,220,524,532,512,132,60.00,1516
42767864235727,S,Santa Barbara Senior High,Santa Barbara Unified,Santa Barbara,595,270,534,539,517,163,60.37,1516
42769500000000,D,,SBE - Olive Grove Charter,Santa Barbara,20,0,NA,NA,NA,NA,NA,1516
42769500132894,S,Olive Grove Charter,SBE - Olive Grove Charter,Santa Barbara,20,0,NA,NA,NA,NA,NA,1516
43000000000000,C,,,Santa Clara,20395,10268,548,575,549,6743,65.67,1516
43104390000000,D,,Santa Clara County Office of Education,Santa Clara,441,209,507,508,501,98,46.89,1516
43104390102905,S,Leadership Public Schools - San Jose,Santa Clara County Office of Education,Santa Clara,46,36,383,393,374,2,5.56,1516
43104390113431,S,University Preparatory Academy Charter,Santa Clara County Office of Education,Santa Clara,88,78,583,595,583,60,76.92,1516
43104390120261,S,Magnolia Science Academy Santa Clara,Santa Clara County Office of Education,Santa Clara,11,14,*,*,*,*,*,1516
43104390121780,S,Silicon Valley Flex Academy,Santa Clara County Office of Education,Santa Clara,19,8,*,*,*,*,*,1516
43104390123794,S,Summit Public School: Tahoma,Santa Clara County Office of Education,Santa Clara,74,73,477,458,465,22,30.14,1516
43694010000000,D,,Campbell Union High,Santa Clara,1810,926,535,547,533,579,62.53,1516
43694014330239,S,Leigh High,Campbell Union High,Santa Clara,365,258,552,575,547,185,71.71,1516
43694014330866,S,Branham High,Campbell Union High,Santa Clara,312,180,530,536,527,115,63.89,1516
43694014331955,S,Del Mar High,Campbell Union High,Santa Clara,237,103,479,480,478,35,33.98,1516
43694014336137,S,Prospect High,Campbell Union High,Santa Clara,328,176,530,549,533,109,61.93,1516
43694014338505,S,Westmont High,Campbell Union High,Santa Clara,365,209,550,551,547,135,64.59,1516
43694270000000,D,,East Side Union High,Santa Clara,6485,2732,497,530,497,1380,50.51,1516
43694270107151,S,"Escuela Popular/Center for Training and Careers, F",East Side Union High,Santa Clara,43,0,NA,NA,NA,NA,NA,1516
43694270116889,S,KIPP San Jose Collegiate,East Side Union High,Santa Clara,101,54,467,499,465,21,38.89,1516
43694270123745,S,Summit Public School: Rainier,East Side Union High,Santa Clara,77,72,476,441,450,21,29.17,1516
43694270125427,S,Calero High,East Side Union High,Santa Clara,71,12,*,*,*,*,*,1516
43694270125617,S,ACE Charter High,East Side Union High,Santa Clara,67,1,*,*,*,*,*,1516
43694274330015,S,Yerba Buena High,East Side Union High,Santa Clara,420,194,440,481,441,62,31.96,1516
43694274330023,S,Santa Teresa High,East Side Union High,Santa Clara,525,260,521,551,516,161,61.92,1516
43694274330031,S,Independence High,East Side Union High,Santa Clara,745,329,482,517,484,160,48.63,1516
43694274330361,S,Apollo High,East Side Union High,Santa Clara,76,8,*,*,*,*,*,1516
43694274330668,S,Latino College Preparatory Academy,East Side Union High,Santa Clara,85,73,389,393,386,5,6.85,1516
43694274330676,S,San Jose Conservation Corps Charter,East Side Union High,Santa Clara,287,0,NA,NA,NA,NA,NA,1516
43694274330692,S,Evergreen Valley High,East Side Union High,Santa Clara,667,424,566,611,579,320,75.47,1516
43694274332995,S,Andrew P. Hill High,East Side Union High,Santa Clara,466,183,474,508,469,78,42.62,1516
43694274333639,S,James Lick High,East Side Union High,Santa Clara,245,85,418,434,419,15,17.65,1516
43694274334900,S,Mt. Pleasant High,East Side Union High,Santa Clara,343,139,446,472,439,39,28.06,1516
43694274335204,S,Oak Grove High,East Side Union High,Santa Clara,435,152,502,518,475,72,47.37,1516
43694274335428,S,William C. Overfelt High,East Side Union High,Santa Clara,322,103,413,449,415,14,13.59,1516
43694274335907,S,Piedmont Hills High,East Side Union High,Santa Clara,536,333,542,585,548,232,69.67,1516
43694274337903,S,Silver Creek High,East Side Union High,Santa Clara,557,310,515,553,514,180,58.06,1516
43694680000000,D,,Fremont Union High,Santa Clara,2620,1716,615,667,629,1501,87.47,1516
43694684331799,S,Cupertino High,Fremont Union High,Santa Clara,522,332,614,666,629,296,89.16,1516
43694684332474,S,Fremont High,Fremont Union High,Santa Clara,462,225,520,567,529,138,61.33,1516
43694684333316,S,Homestead High,Fremont Union High,Santa Clara,595,366,602,649,610,316,86.34,1516
43694684334421,S,Lynbrook High,Fremont Union High,Santa Clara,457,343,639,697,655,319,93.00,1516
43694684334462,S,Monta Vista High,Fremont Union High,Santa Clara,575,450,657,710,676,432,96.00,1516
43694840000000,D,,Gilroy Unified,Santa Clara,964,373,489,493,486,169,45.31,1516
43694840114496,S,Dr. TJ Owens Gilroy Early College Academy,Gilroy Unified,Santa Clara,43,45,562,548,562,33,73.33,1516
43694840118380,S,Christopher High,Gilroy Unified,Santa Clara,459,231,488,490,484,104,45.02,1516
43694844332839,S,Gilroy High,Gilroy Unified,Santa Clara,300,97,460,477,455,32,32.99,1516
43695340000000,D,,Los Gatos-Saratoga Joint Union High,Santa Clara,800,611,608,643,622,533,87.23,1516
43695344334371,S,Los Gatos High,Los Gatos-Saratoga Joint Union High,Santa Clara,461,345,578,604,585,275,79.71,1516
43695344337762,S,Saratoga High,Los Gatos-Saratoga Joint Union High,Santa Clara,336,266,647,692,670,258,96.99,1516
43695830000000,D,,Morgan Hill Unified,Santa Clara,700,338,519,520,510,192,56.80,1516
43695830102368,S,Ann Sobrato High,Morgan Hill Unified,Santa Clara,342,207,524,530,518,122,58.94,1516
43695834333951,S,Live Oak High,Morgan Hill Unified,Santa Clara,237,130,512,505,499,70,53.85,1516
43695834334488,S,Central High (Continuation),Morgan Hill Unified,Santa Clara,119,1,*,*,*,*,*,1516
43696090000000,D,,Mountain View-Los Altos Union High,Santa Clara,967,593,602,624,602,489,82.46,1516
43696094334116,S,Los Altos High,Mountain View-Los Altos Union High,Santa Clara,470,274,613,636,615,232,84.67,1516
43696094334728,S,Mountain View High,Mountain View-Los Altos Union High,Santa Clara,454,319,592,613,590,257,80.56,1516
43696410000000,D,,Palo Alto Unified,Santa Clara,1020,689,642,671,645,639,92.74,1516
43696414332904,S,Henry M. Gunn High,Palo Alto Unified,Santa Clara,495,340,646,680,652,318,93.53,1516
43696414335782,S,Palo Alto High,Palo Alto Unified,Santa Clara,511,349,639,662,639,321,91.98,1516
43696660000000,D,,San Jose Unified,Santa Clara,2660,1193,522,529,517,661,55.41,1516
43696664330080,S,Gunderson High,San Jose Unified,Santa Clara,224,104,476,468,459,33,31.73,1516
43696664330502,S,Liberty High (Alternative),San Jose Unified,Santa Clara,167,1,*,*,*,*,*,1516
43696664330585,S,Downtown College Preparatory,San Jose Unified,Santa Clara,80,0,NA,NA,NA,NA,NA,1516
43696664330593,S,Middle College High,San Jose Unified,Santa Clara,32,0,NA,NA,NA,NA,NA,1516
43696664333522,S,Leland High,San Jose Unified,Santa Clara,421,319,608,635,614,281,88.09,1516
43696664333795,S,Abraham Lincoln High,San Jose Unified,Santa Clara,401,224,473,467,469,74,33.04,1516
43696664335949,S,Pioneer High,San Jose Unified,Santa Clara,352,229,536,544,526,147,64.19,1516
43696664337200,S,San Jose High,San Jose Unified,Santa Clara,243,137,427,425,425,25,18.25,1516
43696664338950,S,Willow Glen High,San Jose Unified,Santa Clara,378,179,509,512,499,101,56.42,1516
43696740000000,D,,Santa Clara Unified,Santa Clara,1125,461,519,530,512,263,57.05,1516
43696744330122,S,Santa Clara High,Santa Clara Unified,Santa Clara,455,235,519,521,509,132,56.17,1516
43696744330247,S,Wilson Alternative,Santa Clara Unified,Santa Clara,116,0,NA,NA,NA,NA,NA,1516
43696744338802,S,Adrian Wilcox High,Santa Clara Unified,Santa Clara,463,226,519,538,514,131,57.96,1516
43733870000000,D,,Milpitas Unified,Santa Clara,803,427,519,552,507,239,55.97,1516
43733874334470,S,Milpitas High,Milpitas Unified,Santa Clara,731,427,519,552,507,239,55.97,1516
44000000000000,C,,,Santa Cruz,3062,1064,509,512,503,570,53.57,1516
44104470000000,D,,Santa Cruz County Office of Education,Santa Cruz,438,65,621,610,623,60,92.31,1516
44104474430252,S,Pacific Collegiate Charter,Santa Cruz County Office of Education,Santa Cruz,70,65,621,610,623,60,92.31,1516
44697650000000,D,,Live Oak Elementary,Santa Cruz,35,10,*,*,*,*,*,1516
44697650100305,S,Cypress Charter High,Live Oak Elementary,Santa Cruz,35,10,*,*,*,*,*,1516
44697990000000,D,,Pajaro Valley Unified,Santa Cruz,1274,438,454,463,452,142,32.42,1516
44697990105858,S,Pajaro Valley High,Pajaro Valley Unified,Santa Cruz,306,131,407,403,406,8,6.11,1516
44697990117804,S,Ceiba College Preparatory Academy,Pajaro Valley Unified,Santa Cruz,61,31,491,530,510,15,48.39,1516
