cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrit,NumGE1500,PctGE1500,year
36679343630787,S,Silverado High,Victor Valley Union High,San Bernardino,516,160,430,427,418,23,14.38,1516
36679343638012,S,Victor Valley High,Victor Valley Union High,San Bernardino,450,164,437,422,415,22,13.41,1516
36679346114698,S,Cobalt Institute of Math and Science Academy,Victor Valley Union High,San Bernardino,18,19,495,473,485,7,36.84,1516
36679590000000,D,,Yucaipa-Calimesa Joint Unified,San Bernardino,714,251,480,480,469,103,41.04,1516
36679593633351,S,Green Valley High,Yucaipa-Calimesa Joint Unified,San Bernardino,80,1,*,*,*,*,*,1516
36679593638509,S,Yucaipa High,Yucaipa-Calimesa Joint Unified,San Bernardino,591,250,480,480,469,102,40.80,1516
36738580000000,D,,Baker Valley Unified,San Bernardino,11,7,*,*,*,*,*,1516
36738583630076,S,Baker High,Baker Valley Unified,San Bernardino,11,7,*,*,*,*,*,1516
36738900000000,D,,Silver Valley Unified,San Bernardino,86,30,488,487,465,11,36.67,1516
36738903630274,S,Silver Valley High,Silver Valley Unified,San Bernardino,67,29,488,486,465,11,37.93,1516
36738903631199,S,Silver Valley Academy,Silver Valley Unified,San Bernardino,8,1,*,*,*,*,*,1516
36739570000000,D,,Snowline Joint Unified,San Bernardino,643,202,495,504,475,95,47.03,1516
36739573630233,S,Serrano High,Snowline Joint Unified,San Bernardino,511,200,496,505,476,95,47.50,1516
36739573630365,S,Chaparral High,Snowline Joint Unified,San Bernardino,119,1,*,*,*,*,*,1516
36739573630589,S,Snowline Virtual,Snowline Joint Unified,San Bernardino,4,1,*,*,*,*,*,1516
36750440000000,D,,Hesperia Unified,San Bernardino,2105,672,452,455,439,171,25.45,1516
36750440107516,S,Summit Leadership Academy-High Desert,Hesperia Unified,San Bernardino,40,11,*,*,*,*,*,1516
36750440114389,S,Mirus Secondary,Hesperia Unified,San Bernardino,101,4,*,*,*,*,*,1516
36750440116707,S,Encore Jr./Sr. High School for the Performing and,Hesperia Unified,San Bernardino,119,47,486,444,453,13,27.66,1516
36750440119115,S,Oak Hills High,Hesperia Unified,San Bernardino,578,273,447,454,432,63,23.08,1516
36750443630407,S,Hesperia High,Hesperia Unified,San Bernardino,467,163,448,442,442,37,22.70,1516
36750443630746,S,Sultana High,Hesperia Unified,San Bernardino,452,174,459,476,448,57,32.76,1516
36750443630811,S,Shadow Ridge,Hesperia Unified,San Bernardino,59,0,NA,NA,NA,NA,NA,1516
36750510000000,D,,Lucerne Valley Unified,San Bernardino,79,26,463,462,436,3,11.54,1516
36750510115089,S,Sky Mountain Charter,Lucerne Valley Unified,San Bernardino,20,8,*,*,*,*,*,1516
36750513630563,S,Lucerne Valley High,Lucerne Valley Unified,San Bernardino,55,18,445,476,426,2,11.11,1516
36750690000000,D,,Upland Unified,San Bernardino,919,449,488,495,479,183,40.76,1516
36750693637584,S,Upland High,Upland Unified,San Bernardino,816,449,488,495,479,183,40.76,1516
36750770000000,D,,Apple Valley Unified,San Bernardino,1015,307,495,487,481,139,45.28,1516
36750773630423,S,Apple Valley High,Apple Valley Unified,San Bernardino,526,163,491,490,473,68,41.72,1516
36750773630894,S,Granite Hills High,Apple Valley Unified,San Bernardino,373,90,482,463,469,35,38.89,1516
36750773631009,S,High Desert Premier Academy,Apple Valley Unified,San Bernardino,34,0,NA,NA,NA,NA,NA,1516
36750773631207,S,Academy for Academic Excellence,Apple Valley Unified,San Bernardino,77,54,529,515,524,36,66.67,1516
37000000000000,C,,,San Diego,43146,18078,505,514,492,8921,49.35,1516
37103710000000,D,,San Diego County Office of Education,San Diego,818,61,471,465,464,25,40.98,1516
37103710115998,S,San Pasqual Academy,San Diego County Office of Education,San Diego,31,16,398,378,409,2,12.50,1516
37103710120493,S,Monarch,San Diego County Office of Education,San Diego,23,9,*,*,*,*,*,1516
37103716119119,S,Literacy First Charter,San Diego County Office of Education,San Diego,74,36,536,535,522,22,61.11,1516
37679830000000,D,,Borrego Springs Unified,San Diego,253,22,435,412,395,3,13.64,1516
37679830117887,S,Juan Bautista de Anza,Borrego Springs Unified,San Diego,10,2,*,*,*,*,*,1516
37679830131144,S,Diego Springs Academy,Borrego Springs Unified,San Diego,208,0,NA,NA,NA,NA,NA,1516
37679833730447,S,Borrego Springs High,Borrego Springs Unified,San Diego,35,20,422,404,389,2,10.00,1516
37680230000000,D,,Chula Vista Elementary,San Diego,48,40,448,453,434,8,20.00,1516
37680236115778,S,Chula Vista Learning Community Charter,Chula Vista Elementary,San Diego,48,40,448,453,434,8,20.00,1516
37680310000000,D,,Coronado Unified,San Diego,308,231,563,549,534,167,72.29,1516
37680313731478,S,Coronado High,Coronado Unified,San Diego,298,229,563,549,533,165,72.05,1516
37680490000000,D,,Dehesa Elementary,San Diego,798,29,487,467,454,10,34.48,1516
37680490119990,S,Diego Hills Charter,Dehesa Elementary,San Diego,661,14,*,*,*,*,*,1516
37680490129221,S,MethodSchools,Dehesa Elementary,San Diego,12,2,*,*,*,*,*,1516
37680490132506,S,Inspire Charter School - South,Dehesa Elementary,San Diego,66,0,NA,NA,NA,NA,NA,1516
37680496119564,S,Dehesa Charter,Dehesa Elementary,San Diego,59,13,*,*,*,*,*,1516
37681060000000,D,,Escondido Union High,San Diego,2344,938,499,501,486,437,46.59,1516
37681060111195,S,Classical Academy High,Escondido Union High,San Diego,225,124,573,557,548,96,77.42,1516
37681060127241,S,Del Lago Academy - Campus of Applied Science,Escondido Union High,San Diego,87,67,467,471,457,22,32.84,1516
37681063730058,S,San Pasqual High,Escondido Union High,San Diego,535,261,510,521,500,132,50.57,1516
37681063731023,S,Escondido Charter High,Escondido Union High,San Diego,225,103,539,537,524,67,65.05,1516
